Iter   Tolerance Admix(mean)   Admix(SD)    Fst1    Fst2    Fst3    Fst4    Fst5    Fst6   QPop1   QPop2   QPop3   QPop4   QPop5   QPop6
  28  9.6056E-08    0.193973    0.247522  0.2999 -0.1573  0.3934  0.2521  0.3434  0.3616  0.3217  0.1173  0.3438  0.0402  0.0830  0.0941
  29  7.3840E-08    0.193876    0.247430  0.2998 -0.1574  0.3933  0.2520  0.3434  0.3616  0.3217  0.1173  0.3438  0.0402  0.0829  0.0940
  30  8.5143E-08    0.193738    0.247366  0.2998 -0.1574  0.3933  0.2519  0.3433  0.3616  0.3218  0.1173  0.3439  0.0402  0.0828  0.0940
  31  8.2041E-08    0.193604    0.247302  0.2998 -0.1574  0.3933  0.2518  0.3432  0.3616  0.3218  0.1173  0.3439  0.0403  0.0827  0.0939
  32  7.1163E-08    0.193511    0.247212  0.2998 -0.1574  0.3932  0.2517  0.3432  0.3615  0.3219  0.1173  0.3439  0.0403  0.0827  0.0939
  33  6.2759E-08    0.193453    0.247102  0.2998 -0.1574  0.3932  0.2516  0.3431  0.3615  0.3220  0.1173  0.3440  0.0403  0.0826  0.0939
  34  7.8278E-08    0.193342    0.247041  0.2998 -0.1574  0.3932  0.2515  0.3431  0.3615  0.3220  0.1173  0.3440  0.0403  0.0826  0.0938
  35  7.5698E-08    0.193226    0.246981  0.2997 -0.1575  0.3932  0.2514  0.3431  0.3614  0.3221  0.1173  0.3440  0.0403  0.0825  0.0938
  36  8.6852E-08    0.193072    0.246958  0.2997 -0.1575  0.3931  0.2513  0.3430  0.3614  0.3221  0.1174  0.3440  0.0403  0.0824  0.0937
  37  8.6338E-08    0.192904    0.246950  0.2997 -0.1575  0.3931  0.2512  0.3430  0.3614  0.3221  0.1174  0.3440  0.0404  0.0824  0.0937
  38  6.0649E-08    0.192849    0.246858  0.2997 -0.1575  0.3931  0.2511  0.3429  0.3613  0.3222  0.1174  0.3441  0.0404  0.0824  0.0937
  39  6.4166E-08    0.192790    0.246774  0.2997 -0.1575  0.3930  0.2510  0.3429  0.3613  0.3222  0.1173  0.3441  0.0404  0.0823  0.0936
  40  8.3596E-08    0.192634    0.246770  0.2997 -0.1575  0.3930  0.2509  0.3428  0.3613  0.3223  0.1174  0.3441  0.0404  0.0823  0.0936
  41  9.2184E-08    0.192437    0.246797  0.2996 -0.1576  0.3930  0.2508  0.3428  0.3613  0.3224  0.1174  0.3441  0.0404  0.0822  0.0935
  42  6.1622E-08    0.192396    0.246712  0.2996 -0.1576  0.3930  0.2507  0.3428  0.3612  0.3224  0.1174  0.3441  0.0404  0.0822  0.0935
  43  9.7660E-08    0.192219    0.246725  0.2996 -0.1576  0.3930  0.2507  0.3427  0.3612  0.3225  0.1174  0.3441  0.0404  0.0821  0.0935
  44  8.3620E-08    0.192075    0.246704  0.2996 -0.1576  0.3929  0.2506  0.3427  0.3612  0.3225  0.1174  0.3441  0.0404  0.0821  0.0934
  45  8.1738E-08    0.191950    0.246685  0.2996 -0.1576  0.3929  0.2505  0.3427  0.3611  0.3226  0.1174  0.3442  0.0405  0.0820  0.0934
  46  8.5793E-08    0.191759    0.246752  0.2996 -0.1576  0.3929  0.2504  0.3426  0.3611  0.3226  0.1174  0.3442  0.0405  0.0820  0.0934
  47  6.0533E-08    0.191695    0.246708  0.2996 -0.1576  0.3929  0.2504  0.3426  0.3611  0.3227  0.1174  0.3442  0.0405  0.0819  0.0934
  48  8.6997E-08    0.191517    0.246747  0.2995 -0.1576  0.3929  0.2503  0.3426  0.3611  0.3227  0.1174  0.3442  0.0405  0.0819  0.0933
  49  9.4167E-08    0.191348    0.246759  0.2995 -0.1577  0.3928  0.2502  0.3425  0.3610  0.3227  0.1174  0.3442  0.0405  0.0818  0.0933
  50  9.4432E-08    0.191154    0.246801  0.2995 -0.1577  0.3928  0.2502  0.3425  0.3610  0.3228  0.1175  0.3443  0.0405  0.0818  0.0932
  51  7.0387E-08    0.191100    0.246770  0.2995 -0.1577  0.3928  0.2501  0.3425  0.3610  0.3228  0.1174  0.3443  0.0405  0.0817  0.0932
