Iter   Tolerance Admix(mean)   Admix(SD)    Fst1    Fst2    Fst3    Fst4    Fst5    Fst6    Fst7    Fst8   QPop1   QPop2   QPop3   QPop4   QPop5   QPop6   QPop7   QPop8
  21  1.2609E-06    0.251298    0.321257  0.5109 -0.0009  0.4356  0.3907  0.5202  0.3627  0.1045 -0.1412  0.3068  0.1520  0.1336  0.0504  0.1162  0.2129  0.0156  0.0125
  22  4.0336E-07    0.250592    0.321086  0.5120  0.0015  0.4369  0.3920  0.5212  0.3645  0.1102 -0.1367  0.3073  0.1520  0.1334  0.0503  0.1159  0.2132  0.0156  0.0124
  23  3.9691E-07    0.249869    0.320914  0.5131  0.0039  0.4381  0.3932  0.5221  0.3661  0.1151 -0.1322  0.3079  0.1520  0.1332  0.0503  0.1155  0.2133  0.0155  0.0123
  24  1.4917E-05    0.249119    0.320130  0.5121  0.0023  0.4367  0.3915  0.5206  0.3650  0.1093 -0.1163  0.3082  0.1527  0.1328  0.0501  0.1150  0.2132  0.0152  0.0128
  25  1.8528E-07    0.248616    0.319686  0.5122  0.0027  0.4368  0.3914  0.5205  0.3653  0.1109 -0.1169  0.3086  0.1527  0.1328  0.0500  0.1147  0.2134  0.0152  0.0126
  26  4.9391E-07    0.248112    0.319203  0.5125  0.0035  0.4371  0.3915  0.5206  0.3658  0.1122 -0.1170  0.3092  0.1527  0.1326  0.0499  0.1144  0.2136  0.0151  0.0125
  27  2.2100E-07    0.247651    0.318730  0.5129  0.0045  0.4375  0.3918  0.5209  0.3665  0.1136 -0.1168  0.3097  0.1527  0.1324  0.0498  0.1141  0.2138  0.0150  0.0124
  28  1.6859E-05    0.246496    0.317142  0.5114  0.0019  0.4354  0.3887  0.5189  0.3645  0.1037 -0.1091  0.3099  0.1535  0.1320  0.0495  0.1136  0.2138  0.0147  0.0130
  29  4.0424E-07    0.245967    0.316510  0.5109  0.0010  0.4347  0.3877  0.5182  0.3639  0.1021 -0.1140  0.3105  0.1536  0.1318  0.0494  0.1133  0.2140  0.0146  0.0129
  30  2.3819E-07    0.245232    0.315915  0.5106  0.0006  0.4343  0.3870  0.5178  0.3637  0.1011 -0.1178  0.3110  0.1536  0.1316  0.0493  0.1129  0.2144  0.0145  0.0128
  31  3.8318E-05    0.243248    0.313049  0.5087 -0.0028  0.4317  0.3832  0.5155  0.3612  0.0899 -0.1156  0.3112  0.1548  0.1309  0.0488  0.1123  0.2142  0.0139  0.0138
  32  5.3588E-06    0.241905    0.311465  0.5076 -0.0049  0.4303  0.3812  0.5142  0.3599  0.0860 -0.1204  0.3116  0.1553  0.1305  0.0485  0.1118  0.2144  0.0137  0.0142
  33  3.7682E-06    0.240602    0.310142  0.5070 -0.0059  0.4295  0.3800  0.5134  0.3592  0.0838 -0.1250  0.3122  0.1556  0.1301  0.0482  0.1114  0.2146  0.0135  0.0144
  34  6.1335E-07    0.239768    0.309316  0.5067 -0.0062  0.4291  0.3794  0.5130  0.3589  0.0830 -0.1283  0.3127  0.1557  0.1298  0.0481  0.1111  0.2149  0.0134  0.0144
  35  8.7308E-07    0.239314    0.308628  0.5067 -0.0062  0.4290  0.3791  0.5128  0.3590  0.0825 -0.1291  0.3132  0.1555  0.1296  0.0480  0.1109  0.2152  0.0133  0.0144
  36  1.9575E-06    0.238763    0.308038  0.5069 -0.0059  0.4291  0.3791  0.5128  0.3593  0.0824 -0.1282  0.3137  0.1552  0.1294  0.0479  0.1107  0.2154  0.0133  0.0145
  37  2.8089E-06    0.238149    0.307306  0.5071 -0.0054  0.4294  0.3792  0.5128  0.3597  0.0825 -0.1262  0.3142  0.1548  0.1292  0.0478  0.1104  0.2157  0.0132  0.0147
  38  4.5975E-06    0.237499    0.306422  0.5074 -0.0049  0.4296  0.3793  0.5129  0.3601  0.0827 -0.1233  0.3147  0.1543  0.1290  0.0477  0.1101  0.2161  0.0132  0.0150
  39  9.7218E-06    0.236631    0.305483  0.5076 -0.0046  0.4298  0.3794  0.5130  0.3605  0.0828 -0.1183  0.3152  0.1537  0.1287  0.0476  0.1099  0.2163  0.0131  0.0155
  40  1.0571E-05    0.235621    0.304358  0.5078 -0.0044  0.4300  0.3794  0.5130  0.3607  0.0829 -0.1143  0.3157  0.1529  0.1285  0.0475  0.1096  0.2166  0.0130  0.0160
  41  4.5338E-07    0.235104    0.303623  0.5082 -0.0035  0.4303  0.3797  0.5132  0.3613  0.0834 -0.1178  0.3163  0.1529  0.1282  0.0474  0.1094  0.2170  0.0130  0.0158
  42  1.3352E-06    0.234391    0.302798  0.5084 -0.0030  0.4305  0.3798  0.5132  0.3617  0.0837 -0.1180  0.3167  0.1526  0.1280  0.0474  0.1091  0.2173  0.0129  0.0159
  43  2.1303E-05    0.232658    0.301688  0.5084 -0.0033  0.4304  0.3795  0.5130  0.3616  0.0834 -0.1119  0.3172  0.1516  0.1278  0.0473  0.1089  0.2176  0.0129  0.0167
  44  3.4083E-05    0.230148    0.301135  0.5083 -0.0034  0.4303  0.3793  0.5128  0.3616  0.0832 -0.1080  0.3177  0.1504  0.1275  0.0472  0.1086  0.2180  0.0128  0.0178
  45  5.7743E-06    0.228693    0.300830  0.5085 -0.0030  0.4303  0.3793  0.5127  0.3618  0.0834 -0.1084  0.3182  0.1498  0.1272  0.0471  0.1083  0.2183  0.0128  0.0182
  46  7.4984E-07    0.228102    0.300241  0.5086 -0.0026  0.4305  0.3793  0.5127  0.3621  0.0837 -0.1095  0.3185  0.1497  0.1272  0.0470  0.1081  0.2186  0.0127  0.0181
  47  2.3137E-07    0.227639    0.299453  0.5087 -0.0023  0.4306  0.3793  0.5126  0.3623  0.0840 -0.1107  0.3189  0.1497  0.1270  0.0469  0.1079  0.2189  0.0127  0.0180
  48  9.9186E-08    0.227129    0.298516  0.5088 -0.0019  0.4307  0.3793  0.5125  0.3625  0.0844 -0.1118  0.3194  0.1496  0.1267  0.0468  0.1076  0.2193  0.0127  0.0179
