Iter   Tolerance Admix(mean)   Admix(SD)    Fst1    Fst2    Fst3    Fst4    Fst5    Fst6    Fst7    Fst8   QPop1   QPop2   QPop3   QPop4   QPop5   QPop6   QPop7   QPop8
  25  8.9897E-06    0.248398    0.318494  0.5167  0.0082  0.4412  0.3962  0.5242  0.3703  0.0932 -0.0881  0.3097  0.1531  0.1327  0.0500  0.1145  0.2133  0.0143  0.0124
  26  4.4599E-07    0.247974    0.317904  0.5165  0.0079  0.4408  0.3955  0.5237  0.3701  0.0923 -0.0916  0.3102  0.1531  0.1326  0.0499  0.1142  0.2135  0.0142  0.0123
  27  2.7100E-07    0.247437    0.317436  0.5164  0.0079  0.4406  0.3950  0.5235  0.3701  0.0912 -0.0942  0.3108  0.1532  0.1324  0.0498  0.1139  0.2136  0.0141  0.0122
  28  4.0337E-07    0.247015    0.316923  0.5165  0.0083  0.4406  0.3947  0.5234  0.3704  0.0898 -0.0964  0.3113  0.1532  0.1323  0.0497  0.1137  0.2138  0.0139  0.0121
  29  2.0412E-07    0.246405    0.316328  0.5167  0.0088  0.4407  0.3946  0.5234  0.3707  0.0884 -0.0983  0.3119  0.1533  0.1320  0.0496  0.1134  0.2140  0.0138  0.0120
  30  1.8919E-05    0.244987    0.314294  0.5155  0.0067  0.4390  0.3918  0.5218  0.3691  0.0756 -0.0958  0.3123  0.1541  0.1315  0.0493  0.1128  0.2140  0.0134  0.0127
  31  1.5194E-06    0.244015    0.313158  0.5147  0.0054  0.4380  0.3903  0.5209  0.3683  0.0697 -0.1019  0.3127  0.1544  0.1311  0.0491  0.1124  0.2143  0.0132  0.0128
  32  2.4972E-07    0.243343    0.312348  0.5145  0.0049  0.4376  0.3894  0.5204  0.3679  0.0663 -0.1081  0.3133  0.1544  0.1309  0.0490  0.1121  0.2146  0.0131  0.0127
  33  4.4023E-07    0.242692    0.311610  0.5144  0.0050  0.4374  0.3890  0.5201  0.3680  0.0633 -0.1132  0.3139  0.1544  0.1307  0.0488  0.1118  0.2149  0.0129  0.0126
  34  9.5061E-06    0.241175    0.309716  0.5142  0.0047  0.4370  0.3880  0.5196  0.3677  0.0570 -0.1162  0.3143  0.1550  0.1302  0.0485  0.1114  0.2150  0.0126  0.0131
  35  2.4468E-07    0.240447    0.308820  0.5143  0.0050  0.4370  0.3877  0.5195  0.3678  0.0542 -0.1211  0.3148  0.1551  0.1299  0.0484  0.1111  0.2153  0.0124  0.0130
  36  4.7526E-06    0.239115    0.307437  0.5145  0.0056  0.4371  0.3876  0.5195  0.3682  0.0512 -0.1251  0.3154  0.1555  0.1295  0.0481  0.1107  0.2155  0.0121  0.0132
  37  1.1836E-06    0.238498    0.306689  0.5144  0.0056  0.4370  0.3864  0.5193  0.3681  0.0594 -0.1310  0.3158  0.1555  0.1293  0.0479  0.1105  0.2158  0.0122  0.0130
  38  7.3516E-07    0.238029    0.305988  0.5147  0.0063  0.4373  0.3864  0.5194  0.3686  0.0575 -0.1315  0.3164  0.1554  0.1291  0.0478  0.1102  0.2161  0.0121  0.0130
  39  9.0347E-07    0.237495    0.305294  0.5151  0.0071  0.4376  0.3866  0.5196  0.3691  0.0558 -0.1310  0.3170  0.1551  0.1288  0.0477  0.1100  0.2164  0.0120  0.0130
  40  1.7211E-06    0.237025    0.304598  0.5154  0.0077  0.4379  0.3866  0.5197  0.3696  0.0540 -0.1293  0.3174  0.1549  0.1287  0.0476  0.1097  0.2167  0.0119  0.0131
  41  3.0754E-06    0.236480    0.303814  0.5156  0.0081  0.4381  0.3866  0.5197  0.3700  0.0520 -0.1263  0.3180  0.1545  0.1285  0.0475  0.1095  0.2170  0.0118  0.0133
  42  5.7674E-06    0.235799    0.302977  0.5157  0.0081  0.4381  0.3864  0.5196  0.3701  0.0499 -0.1213  0.3185  0.1540  0.1283  0.0474  0.1092  0.2173  0.0118  0.0136
  43  1.0486E-05    0.234706    0.301930  0.5157  0.0078  0.4380  0.3860  0.5194  0.3700  0.0474 -0.1150  0.3190  0.1533  0.1280  0.0473  0.1090  0.2177  0.0117  0.0141
  44  8.6507E-07    0.234109    0.301166  0.5160  0.0085  0.4383  0.3862  0.5195  0.3705  0.0458 -0.1167  0.3195  0.1531  0.1278  0.0472  0.1087  0.2180  0.0115  0.0141
  45  4.5233E-06    0.233258    0.300199  0.5161  0.0087  0.4384  0.3860  0.5195  0.3707  0.0439 -0.1136  0.3200  0.1527  0.1276  0.0471  0.1085  0.2183  0.0115  0.0145
  46  9.0213E-05    0.230089    0.298926  0.5156  0.0073  0.4378  0.3851  0.5188  0.3701  0.0409 -0.1007  0.3204  0.1506  0.1274  0.0470  0.1082  0.2187  0.0114  0.0163
  47  7.4413E-06    0.228616    0.298494  0.5158  0.0078  0.4379  0.3851  0.5188  0.3703  0.0394 -0.1003  0.3210  0.1500  0.1271  0.0469  0.1080  0.2190  0.0113  0.0168
  48  3.1300E-06    0.227531    0.298193  0.5161  0.0084  0.4382  0.3852  0.5189  0.3707  0.0382 -0.1006  0.3214  0.1496  0.1269  0.0468  0.1077  0.2193  0.0112  0.0170
  49  4.0413E-07    0.226887    0.297388  0.5164  0.0090  0.4384  0.3853  0.5189  0.3711  0.0371 -0.1012  0.3219  0.1495  0.1267  0.0467  0.1075  0.2197  0.0111  0.0169
  50  1.7936E-07    0.226523    0.296660  0.5166  0.0097  0.4386  0.3854  0.5190  0.3715  0.0362 -0.1018  0.3224  0.1495  0.1265  0.0466  0.1073  0.2199  0.0110  0.0169
  51  4.3041E-07    0.226104    0.295877  0.5169  0.0102  0.4389  0.3854  0.5191  0.3718  0.0354 -0.1024  0.3228  0.1494  0.1264  0.0465  0.1070  0.2202  0.0109  0.0167
  52  3.0373E-07    0.225757    0.295129  0.5171  0.0108  0.4391  0.3855  0.5191  0.3720  0.0347 -0.1031  0.3232  0.1494  0.1262  0.0464  0.1068  0.2205  0.0109  0.0167
  53  8.6147E-07    0.225452    0.294351  0.5173  0.0112  0.4394  0.3855  0.5191  0.3723  0.0341 -0.1037  0.3235  0.1494  0.1262  0.0463  0.1065  0.2208  0.0108  0.0165
  54  2.7519E-07    0.225073    0.293534  0.5175  0.0117  0.4395  0.3855  0.5192  0.3725  0.0335 -0.1044  0.3240  0.1493  0.1260  0.0462  0.1063  0.2211  0.0107  0.0165
  55  3.4954E-07    0.224730    0.292655  0.5177  0.0121  0.4396  0.3855  0.5191  0.3727  0.0331 -0.1051  0.3243  0.1492  0.1259  0.0461  0.1061  0.2214  0.0106  0.0164
  56  2.1368E-07    0.224224    0.291724  0.5178  0.0125  0.4397  0.3855  0.5191  0.3729  0.0327 -0.1058  0.3248  0.1492  0.1257  0.0460  0.1058  0.2217  0.0105  0.0163
  57  2.7461E-07    0.223718    0.290845  0.5180  0.0128  0.4398  0.3855  0.5191  0.3730  0.0324 -0.1065  0.3252  0.1492  0.1254  0.0459  0.1055  0.2221  0.0105  0.0162
  58  3.3933E-07    0.223292    0.290020  0.5181  0.0131  0.4399  0.3855  0.5190  0.3732  0.0322 -0.1073  0.3256  0.1491  0.1253  0.0458  0.1053  0.2223  0.0104  0.0161
  59  1.8353E-07    0.222853    0.289156  0.5182  0.0134  0.4400  0.3855  0.5189  0.3733  0.0321 -0.1080  0.3260  0.1491  0.1251  0.0457  0.1050  0.2226  0.0103  0.0160
  60  2.1602E-07    0.222288    0.288312  0.5183  0.0136  0.4400  0.3854  0.5189  0.3734  0.0319 -0.1088  0.3265  0.1491  0.1249  0.0456  0.1048  0.2229  0.0103  0.0159
  61  5.7622E-07    0.221902    0.287544  0.5183  0.0138  0.4400  0.3854  0.5188  0.3735  0.0319 -0.1096  0.3268  0.1491  0.1248  0.0455  0.1045  0.2232  0.0102  0.0158
  62  4.7400E-07    0.221571    0.286850  0.5184  0.0140  0.4401  0.3853  0.5187  0.3735  0.0318 -0.1104  0.3271  0.1491  0.1247  0.0455  0.1043  0.2234  0.0102  0.0157
  63  1.8739E-07    0.221099    0.286015  0.5184  0.0142  0.4401  0.3852  0.5186  0.3736  0.0317 -0.1112  0.3275  0.1491  0.1245  0.0454  0.1041  0.2237  0.0101  0.0157
  64  1.2856E-07    0.220536    0.285110  0.5184  0.0143  0.4401  0.3852  0.5185  0.3736  0.0316 -0.1120  0.3279  0.1491  0.1243  0.0453  0.1038  0.2240  0.0101  0.0156
  65  3.0873E-07    0.220006    0.284343  0.5185  0.0144  0.4401  0.3851  0.5184  0.3736  0.0314 -0.1129  0.3282  0.1491  0.1242  0.0452  0.1036  0.2243  0.0100  0.0155
  66  3.4241E-07    0.219611    0.283557  0.5185  0.0145  0.4401  0.3851  0.5183  0.3737  0.0310 -0.1136  0.3286  0.1491  0.1240  0.0451  0.1034  0.2245  0.0100  0.0154
  67  8.1089E-08    0.219048    0.282761  0.5185  0.0146  0.4400  0.3850  0.5182  0.3737  0.0303 -0.1144  0.3289  0.1491  0.1238  0.0451  0.1031  0.2248  0.0099  0.0153
