Iter   Tolerance Admix(mean)   Admix(SD)    Fst1    Fst2    Fst3    Fst4    Fst5    Fst6    Fst7    Fst8   QPop1   QPop2   QPop3   QPop4   QPop5   QPop6   QPop7   QPop8
  18  1.1822E-06    0.259252    0.330305  0.5014 -0.0190  0.4299  0.3950  0.5160  0.3530  0.1623 -0.1366  0.3031  0.1521  0.1383  0.0544  0.1196  0.1990  0.0195  0.0140
  19  9.2935E-07    0.258113    0.330184  0.5031 -0.0154  0.4318  0.3968  0.5174  0.3556  0.1677 -0.1318  0.3038  0.1520  0.1382  0.0543  0.1192  0.1993  0.0194  0.0137
  20  9.6750E-07    0.257098    0.330138  0.5047 -0.0120  0.4337  0.3986  0.5189  0.3581  0.1720 -0.1275  0.3045  0.1520  0.1381  0.0542  0.1189  0.1994  0.0193  0.0135
  21  5.3817E-07    0.256507    0.329731  0.5062 -0.0087  0.4355  0.4003  0.5201  0.3605  0.1758 -0.1231  0.3052  0.1519  0.1380  0.0541  0.1185  0.1996  0.0193  0.0133
  22  7.4571E-07    0.255675    0.329467  0.5077 -0.0055  0.4372  0.4019  0.5215  0.3628  0.1788 -0.1191  0.3059  0.1520  0.1379  0.0540  0.1182  0.1997  0.0192  0.0131
  23  3.6114E-07    0.254984    0.329044  0.5092 -0.0024  0.4389  0.4034  0.5227  0.3649  0.1815 -0.1148  0.3064  0.1519  0.1379  0.0540  0.1179  0.1999  0.0191  0.0129
  24  1.4310E-05    0.254102    0.328031  0.5083 -0.0036  0.4377  0.4020  0.5213  0.3640  0.1757 -0.0996  0.3067  0.1526  0.1376  0.0537  0.1172  0.1999  0.0189  0.0133
  25  5.7719E-07    0.253589    0.327437  0.5087 -0.0026  0.4381  0.4022  0.5215  0.3647  0.1752 -0.1014  0.3074  0.1526  0.1375  0.0537  0.1170  0.2000  0.0188  0.0131
  26  1.9414E-07    0.252882    0.326942  0.5092 -0.0013  0.4386  0.4025  0.5218  0.3655  0.1751 -0.1025  0.3078  0.1527  0.1374  0.0536  0.1167  0.2003  0.0187  0.0129
  27  2.0089E-07    0.252380    0.326146  0.5098  0.0001  0.4392  0.4029  0.5222  0.3664  0.1749 -0.1031  0.3084  0.1526  0.1373  0.0535  0.1164  0.2006  0.0186  0.0128
  28  1.6112E-05    0.251199    0.324708  0.5083 -0.0023  0.4372  0.4001  0.5204  0.3646  0.1654 -0.0969  0.3088  0.1534  0.1368  0.0531  0.1158  0.2006  0.0182  0.0133
  29  4.1389E-06    0.250284    0.323429  0.5070 -0.0046  0.4356  0.3978  0.5188  0.3630  0.1590 -0.1023  0.3091  0.1538  0.1365  0.0529  0.1155  0.2007  0.0180  0.0135
  30  4.8644E-07    0.249503    0.322763  0.5064 -0.0056  0.4347  0.3965  0.5181  0.3624  0.1559 -0.1101  0.3097  0.1539  0.1362  0.0528  0.1152  0.2011  0.0179  0.0133
  31  1.8645E-07    0.248849    0.321937  0.5061 -0.0060  0.4342  0.3957  0.5176  0.3621  0.1535 -0.1164  0.3103  0.1539  0.1359  0.0527  0.1149  0.2014  0.0178  0.0132
  32  1.3110E-07    0.248168    0.321044  0.5060 -0.0059  0.4340  0.3951  0.5173  0.3621  0.1515 -0.1219  0.3108  0.1539  0.1356  0.0525  0.1146  0.2017  0.0177  0.0130
  33  3.3627E-06    0.247059    0.319664  0.5056 -0.0065  0.4333  0.3939  0.5166  0.3615  0.1470 -0.1254  0.3114  0.1543  0.1352  0.0523  0.1143  0.2019  0.0174  0.0132
  34  7.2230E-06    0.245681    0.317932  0.5050 -0.0074  0.4325  0.3924  0.5158  0.3608  0.1420 -0.1297  0.3120  0.1548  0.1347  0.0520  0.1139  0.2021  0.0171  0.0135
  35  1.0132E-06    0.244649    0.316739  0.5047 -0.0077  0.4321  0.3916  0.5154  0.3606  0.1394 -0.1355  0.3125  0.1550  0.1343  0.0518  0.1136  0.2024  0.0169  0.0135
  36  2.1103E-06    0.243443    0.315292  0.5046 -0.0076  0.4319  0.3910  0.5151  0.3606  0.1371 -0.1406  0.3130  0.1553  0.1339  0.0515  0.1132  0.2028  0.0167  0.0136
  37  1.6052E-06    0.242266    0.313998  0.5048 -0.0070  0.4319  0.3908  0.5150  0.3608  0.1355 -0.1455  0.3136  0.1555  0.1335  0.0513  0.1129  0.2031  0.0165  0.0136
  38  7.6466E-07    0.241642    0.313153  0.5050 -0.0062  0.4321  0.3908  0.5151  0.3613  0.1346 -0.1492  0.3142  0.1555  0.1332  0.0511  0.1127  0.2035  0.0163  0.0135
  39  8.3999E-07    0.240978    0.312236  0.5052 -0.0057  0.4323  0.3907  0.5152  0.3616  0.1337 -0.1491  0.3148  0.1553  0.1329  0.0510  0.1124  0.2039  0.0163  0.0134
  40  2.2174E-06    0.240256    0.311275  0.5053 -0.0053  0.4323  0.3905  0.5151  0.3619  0.1327 -0.1470  0.3155  0.1550  0.1325  0.0509  0.1122  0.2043  0.0162  0.0135
  41  3.6562E-06    0.239546    0.310334  0.5053 -0.0054  0.4322  0.3901  0.5149  0.3619  0.1315 -0.1433  0.3160  0.1546  0.1323  0.0508  0.1119  0.2047  0.0161  0.0137
  42  6.3508E-06    0.238598    0.309207  0.5051 -0.0058  0.4319  0.3896  0.5145  0.3617  0.1300 -0.1380  0.3165  0.1540  0.1320  0.0506  0.1116  0.2052  0.0160  0.0140
  43  9.0234E-06    0.237477    0.307956  0.5047 -0.0067  0.4314  0.3888  0.5139  0.3612  0.1282 -0.1330  0.3170  0.1534  0.1318  0.0505  0.1113  0.2057  0.0159  0.0145
  44  9.4892E-06    0.236323    0.306788  0.5043 -0.0075  0.4309  0.3880  0.5133  0.3608  0.1265 -0.1297  0.3176  0.1527  0.1314  0.0504  0.1111  0.2061  0.0158  0.0149
  45  1.3900E-06    0.235378    0.305655  0.5041 -0.0077  0.4306  0.3876  0.5130  0.3607  0.1254 -0.1310  0.3181  0.1525  0.1311  0.0503  0.1108  0.2066  0.0157  0.0149
  46  5.3826E-05    0.232598    0.304199  0.5034 -0.0093  0.4296  0.3864  0.5121  0.3597  0.1233 -0.1228  0.3187  0.1509  0.1307  0.0501  0.1106  0.2071  0.0156  0.0163
  47  1.3064E-05    0.230636    0.303518  0.5033 -0.0095  0.4294  0.3859  0.5118  0.3596  0.1221 -0.1231  0.3194  0.1501  0.1304  0.0500  0.1103  0.2075  0.0155  0.0168
  48  3.2879E-06    0.229252    0.302840  0.5033 -0.0093  0.4294  0.3857  0.5116  0.3596  0.1215 -0.1238  0.3199  0.1497  0.1301  0.0499  0.1100  0.2080  0.0155  0.0170
  49  1.6386E-06    0.228565    0.302021  0.5033 -0.0090  0.4295  0.3855  0.5115  0.3598  0.1211 -0.1248  0.3202  0.1496  0.1300  0.0497  0.1098  0.2084  0.0154  0.0169
  50  3.3234E-06    0.227486    0.300420  0.5035 -0.0085  0.4296  0.3852  0.5114  0.3601  0.1203 -0.1258  0.3210  0.1496  0.1297  0.0494  0.1096  0.2091  0.0151  0.0166
  51  1.1342E-07    0.226858    0.299347  0.5036 -0.0082  0.4295  0.3851  0.5113  0.3602  0.1201 -0.1268  0.3214  0.1495  0.1293  0.0493  0.1093  0.2096  0.0151  0.0165
  52  3.3394E-07    0.226292    0.298308  0.5036 -0.0079  0.4295  0.3850  0.5111  0.3602  0.1200 -0.1277  0.3218  0.1495  0.1291  0.0492  0.1090  0.2100  0.0150  0.0164
  53  2.4941E-07    0.225703    0.297327  0.5037 -0.0077  0.4295  0.3848  0.5110  0.3603  0.1200 -0.1287  0.3223  0.1495  0.1288  0.0491  0.1088  0.2104  0.0150  0.0162
  54  3.2906E-07    0.225127    0.296214  0.5037 -0.0075  0.4294  0.3847  0.5108  0.3603  0.1200 -0.1296  0.3228  0.1494  0.1285  0.0490  0.1085  0.2108  0.0149  0.0161
  55  1.7687E-06    0.224530    0.295036  0.5037 -0.0074  0.4294  0.3844  0.5106  0.3604  0.1200 -0.1306  0.3232  0.1494  0.1283  0.0488  0.1082  0.2113  0.0148  0.0160
  56  2.4902E-07    0.223844    0.293831  0.5037 -0.0073  0.4293  0.3843  0.5104  0.3604  0.1201 -0.1315  0.3236  0.1493  0.1280  0.0486  0.1079  0.2118  0.0148  0.0159
  57  3.5494E-07    0.223219    0.292545  0.5036 -0.0073  0.4292  0.3841  0.5101  0.3603  0.1203 -0.1325  0.3239  0.1493  0.1277  0.0485  0.1076  0.2124  0.0147  0.0158
  58  5.7993E-07    0.222551    0.291327  0.5037 -0.0071  0.4291  0.3839  0.5100  0.3604  0.1206 -0.1336  0.3244  0.1492  0.1274  0.0484  0.1073  0.2129  0.0147  0.0157
  59  2.6992E-07    0.221905    0.290144  0.5036 -0.0071  0.4290  0.3837  0.5098  0.3603  0.1210 -0.1345  0.3248  0.1491  0.1271  0.0483  0.1070  0.2134  0.0147  0.0156
  60  2.9883E-07    0.221339    0.289052  0.5035 -0.0072  0.4288  0.3835  0.5095  0.3602  0.1214 -0.1354  0.3251  0.1491  0.1269  0.0482  0.1068  0.2138  0.0146  0.0156
  61  3.0030E-07    0.220776    0.287897  0.5034 -0.0072  0.4286  0.3833  0.5092  0.3601  0.1219 -0.1364  0.3254  0.1490  0.1266  0.0481  0.1065  0.2143  0.0146  0.0155
  62  9.9791E-07    0.220285    0.286931  0.5033 -0.0073  0.4285  0.3831  0.5090  0.3600  0.1224 -0.1374  0.3257  0.1490  0.1264  0.0480  0.1063  0.2146  0.0146  0.0154
  63  1.7216E-07    0.219675    0.285875  0.5032 -0.0074  0.4283  0.3829  0.5087  0.3599  0.1230 -0.1384  0.3260  0.1490  0.1262  0.0479  0.1060  0.2150  0.0146  0.0153
  64  2.7535E-07    0.219104    0.284782  0.5031 -0.0076  0.4281  0.3827  0.5084  0.3597  0.1237 -0.1393  0.3263  0.1490  0.1260  0.0478  0.1057  0.2155  0.0146  0.0152
  65  1.7122E-07    0.218455    0.283673  0.5029 -0.0077  0.4279  0.3825  0.5082  0.3595  0.1244 -0.1403  0.3267  0.1490  0.1256  0.0477  0.1054  0.2159  0.0146  0.0152
  66  2.2672E-07    0.217778    0.282641  0.5028 -0.0079  0.4276  0.3823  0.5079  0.3592  0.1252 -0.1412  0.3270  0.1489  0.1254  0.0476  0.1051  0.2163  0.0146  0.0151
  67  8.2554E-07    0.217382    0.281825  0.5027 -0.0081  0.4275  0.3821  0.5076  0.3590  0.1259 -0.1422  0.3272  0.1489  0.1253  0.0475  0.1049  0.2165  0.0146  0.0150
  68  1.5450E-07    0.216830    0.280882  0.5025 -0.0083  0.4273  0.3819  0.5074  0.3588  0.1267 -0.1431  0.3275  0.1489  0.1250  0.0474  0.1046  0.2168  0.0146  0.0150
  69  2.8239E-07    0.216212    0.279928  0.5024 -0.0086  0.4271  0.3817  0.5071  0.3586  0.1275 -0.1441  0.3278  0.1489  0.1249  0.0474  0.1044  0.2172  0.0146  0.0149
  70  2.0026E-07    0.215654    0.278981  0.5022 -0.0088  0.4268  0.3815  0.5068  0.3583  0.1284 -0.1450  0.3281  0.1489  0.1246  0.0473  0.1041  0.2175  0.0146  0.0149
  71  2.3888E-07    0.215081    0.277998  0.5020 -0.0091  0.4266  0.3813  0.5065  0.3581  0.1292 -0.1460  0.3283  0.1489  0.1245  0.0472  0.1038  0.2178  0.0147  0.0148
  72  6.2942E-07    0.214612    0.277196  0.5019 -0.0093  0.4265  0.3811  0.5062  0.3579  0.1301 -0.1471  0.3285  0.1489  0.1245  0.0471  0.1036  0.2180  0.0147  0.0147
  73  9.6980E-07    0.214049    0.276303  0.5014 -0.0102  0.4259  0.3791  0.5057  0.3572  0.1363 -0.1487  0.3287  0.1489  0.1243  0.0469  0.1034  0.2183  0.0149  0.0146
  74  1.9308E-07    0.213490    0.275499  0.5013 -0.0105  0.4257  0.3787  0.5054  0.3569  0.1366 -0.1496  0.3289  0.1489  0.1242  0.0468  0.1031  0.2186  0.0150  0.0146
  75  2.2054E-07    0.212997    0.274609  0.5011 -0.0108  0.4254  0.3784  0.5051  0.3566  0.1373 -0.1506  0.3292  0.1490  0.1239  0.0467  0.1029  0.2188  0.0150  0.0145
  76  7.8161E-07    0.212505    0.274060  0.5009 -0.0111  0.4251  0.3782  0.5049  0.3563  0.1380 -0.1515  0.3294  0.1490  0.1238  0.0467  0.1027  0.2189  0.0151  0.0145
  77  2.4955E-07    0.212145    0.273306  0.5007 -0.0114  0.4249  0.3779  0.5046  0.3561  0.1388 -0.1525  0.3294  0.1490  0.1237  0.0466  0.1025  0.2191  0.0152  0.0144
  78  7.8423E-07    0.211753    0.272767  0.5006 -0.0118  0.4247  0.3777  0.5044  0.3559  0.1395 -0.1534  0.3296  0.1490  0.1237  0.0466  0.1023  0.2193  0.0152  0.0144
  79  1.3582E-07    0.211297    0.271952  0.5004 -0.0121  0.4244  0.3774  0.5041  0.3556  0.1403 -0.1543  0.3298  0.1490  0.1235  0.0465  0.1021  0.2195  0.0153  0.0144
  80  1.6054E-07    0.210771    0.271166  0.5002 -0.0124  0.4242  0.3772  0.5039  0.3553  0.1411 -0.1552  0.3299  0.1490  0.1233  0.0465  0.1018  0.2197  0.0154  0.0143
  81  7.5269E-07    0.210479    0.270688  0.5000 -0.0127  0.4240  0.3770  0.5036  0.3551  0.1418 -0.1562  0.3300  0.1490  0.1233  0.0464  0.1017  0.2198  0.0155  0.0143
  82  1.3105E-07    0.209985    0.269974  0.4998 -0.0130  0.4238  0.3768  0.5034  0.3549  0.1425 -0.1570  0.3302  0.1491  0.1232  0.0464  0.1015  0.2200  0.0155  0.0142
  83  2.7151E-07    0.209536    0.269338  0.4996 -0.0133  0.4235  0.3765  0.5032  0.3546  0.1431 -0.1579  0.3303  0.1491  0.1231  0.0463  0.1013  0.2201  0.0156  0.0142
  84  1.4359E-07    0.209184    0.268679  0.4995 -0.0136  0.4233  0.3763  0.5030  0.3543  0.1437 -0.1588  0.3304  0.1491  0.1229  0.0463  0.1011  0.2203  0.0157  0.0142
  85  4.0818E-07    0.208782    0.268158  0.4993 -0.0139  0.4231  0.3761  0.5028  0.3541  0.1441 -0.1596  0.3305  0.1491  0.1228  0.0462  0.1010  0.2203  0.0158  0.0142
  86  4.4236E-07    0.208540    0.267682  0.4991 -0.0143  0.4229  0.3759  0.5025  0.3539  0.1445 -0.1604  0.3305  0.1491  0.1228  0.0462  0.1009  0.2204  0.0159  0.0141
  87  5.6556E-08    0.208107    0.267011  0.4990 -0.0146  0.4226  0.3757  0.5023  0.3536  0.1448 -0.1612  0.3306  0.1492  0.1226  0.0462  0.1007  0.2206  0.0161  0.0141
