Iter   Tolerance Admix(mean)   Admix(SD)    Fst1    Fst2    Fst3    Fst4    Fst5    Fst6    Fst7    Fst8   QPop1   QPop2   QPop3   QPop4   QPop5   QPop6   QPop7   QPop8
  11  1.4888E-05    0.269846    0.323486  0.4906 -0.0378  0.4167  0.3838  0.5071  0.3353  0.0597 -0.1833  0.3005  0.1533  0.1402  0.0548  0.1225  0.1957  0.0203  0.0127
  12  7.8358E-06    0.266424    0.324518  0.4933 -0.0320  0.4203  0.3874  0.5095  0.3397  0.0878 -0.1831  0.3018  0.1533  0.1394  0.0547  0.1217  0.1963  0.0202  0.0126
  13  5.5679E-06    0.263681    0.325410  0.4959 -0.0263  0.4239  0.3906  0.5119  0.3440  0.1126 -0.1782  0.3030  0.1532  0.1390  0.0546  0.1211  0.1965  0.0201  0.0125
  14  4.6217E-06    0.261417    0.326247  0.4985 -0.0208  0.4272  0.3936  0.5143  0.3480  0.1330 -0.1705  0.3043  0.1531  0.1386  0.0545  0.1206  0.1966  0.0200  0.0123
  15  3.6817E-06    0.259447    0.326980  0.5007 -0.0161  0.4301  0.3961  0.5164  0.3516  0.1493 -0.1606  0.3053  0.1531  0.1385  0.0544  0.1201  0.1964  0.0199  0.0122
  16  2.3315E-06    0.257768    0.327235  0.5027 -0.0118  0.4327  0.3985  0.5181  0.3548  0.1621 -0.1510  0.3062  0.1530  0.1385  0.0543  0.1196  0.1964  0.0199  0.0121
  17  1.4646E-06    0.256489    0.327294  0.5046 -0.0078  0.4350  0.4006  0.5198  0.3577  0.1718 -0.1421  0.3069  0.1529  0.1384  0.0543  0.1192  0.1966  0.0198  0.0119
  18  1.1328E-06    0.255309    0.327485  0.5062 -0.0043  0.4370  0.4025  0.5212  0.3602  0.1793 -0.1335  0.3075  0.1528  0.1383  0.0542  0.1188  0.1967  0.0197  0.0118
  19  1.2076E-06    0.254150    0.327628  0.5077 -0.0010  0.4388  0.4042  0.5226  0.3626  0.1849 -0.1261  0.3082  0.1528  0.1383  0.0541  0.1185  0.1968  0.0196  0.0116
  20  7.2319E-07    0.253450    0.327430  0.5091  0.0019  0.4405  0.4058  0.5238  0.3648  0.1893 -0.1191  0.3089  0.1527  0.1383  0.0541  0.1181  0.1968  0.0196  0.0115
  21  8.5674E-07    0.252877    0.327130  0.5104  0.0048  0.4420  0.4072  0.5250  0.3669  0.1926 -0.1129  0.3096  0.1526  0.1383  0.0540  0.1179  0.1968  0.0195  0.0113
  22  4.8285E-07    0.252096    0.326958  0.5116  0.0074  0.4434  0.4085  0.5260  0.3687  0.1953 -0.1070  0.3101  0.1526  0.1383  0.0540  0.1175  0.1968  0.0194  0.0112
  23  3.9054E-07    0.251487    0.326571  0.5127  0.0098  0.4447  0.4096  0.5269  0.3705  0.1973 -0.1016  0.3106  0.1526  0.1383  0.0539  0.1172  0.1970  0.0194  0.0111
  24  1.3825E-05    0.250878    0.325697  0.5116  0.0082  0.4433  0.4080  0.5255  0.3693  0.1918 -0.0876  0.3109  0.1532  0.1380  0.0537  0.1167  0.1968  0.0192  0.0116
  25  2.2930E-07    0.250416    0.325216  0.5116  0.0085  0.4434  0.4078  0.5253  0.3695  0.1909 -0.0895  0.3113  0.1531  0.1380  0.0536  0.1164  0.1970  0.0191  0.0115
  26  3.2004E-07    0.249831    0.324725  0.5118  0.0090  0.4435  0.4077  0.5253  0.3699  0.1901 -0.0909  0.3118  0.1531  0.1379  0.0535  0.1161  0.1971  0.0190  0.0114
  27  5.8108E-07    0.249335    0.324302  0.5120  0.0097  0.4437  0.4076  0.5254  0.3704  0.1893 -0.0920  0.3124  0.1531  0.1378  0.0534  0.1159  0.1972  0.0189  0.0112
  28  2.0788E-07    0.248942    0.323803  0.5123  0.0105  0.4440  0.4076  0.5256  0.3709  0.1885 -0.0928  0.3128  0.1531  0.1377  0.0534  0.1157  0.1974  0.0188  0.0111
  29  5.1579E-07    0.248410    0.323347  0.5126  0.0114  0.4443  0.4076  0.5257  0.3715  0.1876 -0.0933  0.3134  0.1531  0.1375  0.0533  0.1154  0.1976  0.0187  0.0110
  30  7.5696E-06    0.247511    0.322074  0.5114  0.0095  0.4428  0.4054  0.5243  0.3701  0.1806 -0.0909  0.3137  0.1536  0.1372  0.0530  0.1150  0.1977  0.0185  0.0114
  31  5.6632E-07    0.247027    0.321533  0.5110  0.0089  0.4422  0.4045  0.5237  0.3697  0.1778 -0.0971  0.3143  0.1536  0.1370  0.0529  0.1147  0.1978  0.0184  0.0113
  32  1.4743E-07    0.246531    0.320866  0.5107  0.0085  0.4418  0.4037  0.5233  0.3694  0.1754 -0.1025  0.3147  0.1536  0.1368  0.0528  0.1145  0.1981  0.0183  0.0112
  33  2.4367E-07    0.245827    0.320295  0.5106  0.0085  0.4415  0.4031  0.5230  0.3693  0.1731 -0.1072  0.3152  0.1536  0.1365  0.0527  0.1142  0.1984  0.0182  0.0112
  34  5.4682E-07    0.245391    0.319662  0.5105  0.0086  0.4413  0.4026  0.5228  0.3694  0.1709 -0.1113  0.3158  0.1536  0.1362  0.0526  0.1141  0.1986  0.0180  0.0111
  35  3.6621E-06    0.244380    0.318427  0.5096  0.0073  0.4402  0.4008  0.5218  0.3684  0.1649 -0.1146  0.3162  0.1540  0.1358  0.0523  0.1137  0.1988  0.0178  0.0113
  36  1.9455E-07    0.243812    0.317611  0.5093  0.0068  0.4397  0.3998  0.5212  0.3680  0.1620 -0.1211  0.3167  0.1540  0.1356  0.0522  0.1134  0.1991  0.0177  0.0113
  37  5.9148E-07    0.243179    0.316975  0.5091  0.0067  0.4393  0.3992  0.5209  0.3678  0.1594 -0.1266  0.3173  0.1541  0.1352  0.0521  0.1132  0.1993  0.0176  0.0112
  38  1.3507E-07    0.242558    0.316200  0.5090  0.0068  0.4392  0.3987  0.5207  0.3678  0.1571 -0.1314  0.3178  0.1541  0.1349  0.0519  0.1130  0.1996  0.0175  0.0111
  39  2.7031E-06    0.241658    0.314931  0.5085  0.0062  0.4386  0.3974  0.5201  0.3673  0.1523 -0.1353  0.3182  0.1545  0.1347  0.0517  0.1127  0.1998  0.0172  0.0113
  40  5.3325E-07    0.241102    0.314217  0.5084  0.0062  0.4383  0.3968  0.5198  0.3672  0.1498 -0.1407  0.3187  0.1545  0.1343  0.0516  0.1125  0.2000  0.0171  0.0112
  41  3.3594E-06    0.240125    0.312958  0.5080  0.0057  0.4378  0.3957  0.5193  0.3668  0.1455 -0.1451  0.3191  0.1548  0.1340  0.0513  0.1123  0.2001  0.0169  0.0114
  42  9.3847E-08    0.239526    0.312099  0.5080  0.0058  0.4377  0.3952  0.5190  0.3668  0.1434 -0.1503  0.3196  0.1549  0.1338  0.0512  0.1121  0.2005  0.0168  0.0113
