Iter   Tolerance Admix(mean)   Admix(SD)    Fst1    Fst2    Fst3    Fst4    Fst5    Fst6   QPop1   QPop2   QPop3   QPop4   QPop5   QPop6
  18  4.2757E-07    0.198777    0.243478  0.3123 -0.1547  0.3945  0.2562  0.3447  0.3622  0.3263  0.1147  0.3481  0.0380  0.0813  0.0917
  19  2.3563E-07    0.198600    0.243113  0.3124 -0.1547  0.3944  0.2561  0.3445  0.3621  0.3264  0.1146  0.3484  0.0380  0.0810  0.0915
  20  1.5553E-07    0.198367    0.242985  0.3125 -0.1548  0.3944  0.2560  0.3444  0.3621  0.3264  0.1147  0.3487  0.0380  0.0808  0.0913
  21  8.8237E-08    0.198280    0.242832  0.3125 -0.1548  0.3943  0.2560  0.3443  0.3621  0.3265  0.1147  0.3489  0.0381  0.0807  0.0912
  22  9.5574E-08    0.198120    0.242743  0.3125 -0.1548  0.3943  0.2559  0.3442  0.3621  0.3265  0.1147  0.3490  0.0381  0.0806  0.0911
  23  9.1833E-08    0.197949    0.242663  0.3125 -0.1548  0.3942  0.2558  0.3442  0.3621  0.3266  0.1147  0.3492  0.0381  0.0804  0.0911
  24  7.9612E-08    0.197827    0.242547  0.3125 -0.1548  0.3942  0.2557  0.3441  0.3621  0.3266  0.1147  0.3493  0.0381  0.0803  0.0910
  25  7.4917E-08    0.197704    0.242434  0.3125 -0.1548  0.3941  0.2556  0.3440  0.3621  0.3267  0.1147  0.3494  0.0381  0.0802  0.0909
  26  8.7536E-08    0.197530    0.242370  0.3125 -0.1549  0.3941  0.2555  0.3439  0.3620  0.3267  0.1147  0.3494  0.0382  0.0801  0.0908
  27  7.3465E-08    0.197416    0.242262  0.3125 -0.1549  0.3940  0.2554  0.3439  0.3620  0.3268  0.1147  0.3495  0.0382  0.0801  0.0908
  28  9.8165E-08    0.197209    0.242240  0.3125 -0.1549  0.3940  0.2553  0.3438  0.3620  0.3268  0.1147  0.3496  0.0382  0.0800  0.0907
  29  7.7570E-08    0.197082    0.242151  0.3125 -0.1549  0.3939  0.2551  0.3438  0.3620  0.3269  0.1147  0.3496  0.0382  0.0799  0.0906
  30  8.5158E-08    0.196941    0.242086  0.3124 -0.1549  0.3939  0.2550  0.3437  0.3619  0.3269  0.1148  0.3497  0.0382  0.0798  0.0906
  31  8.3953E-08    0.196800    0.242026  0.3124 -0.1549  0.3939  0.2549  0.3436  0.3619  0.3270  0.1148  0.3497  0.0382  0.0797  0.0905
  32  7.3027E-08    0.196698    0.241938  0.3124 -0.1550  0.3938  0.2548  0.3436  0.3619  0.3271  0.1148  0.3498  0.0383  0.0797  0.0905
  33  6.2891E-08    0.196642    0.241824  0.3124 -0.1550  0.3938  0.2547  0.3435  0.3618  0.3271  0.1147  0.3498  0.0383  0.0796  0.0905
  34  7.8327E-08    0.196526    0.241756  0.3124 -0.1550  0.3938  0.2546  0.3435  0.3618  0.3272  0.1147  0.3498  0.0383  0.0795  0.0904
  35  8.1408E-08    0.196396    0.241709  0.3123 -0.1550  0.3937  0.2545  0.3434  0.3618  0.3272  0.1148  0.3499  0.0383  0.0795  0.0904
  36  1.0224E-07    0.196163    0.241744  0.3123 -0.1551  0.3937  0.2544  0.3434  0.3617  0.3273  0.1148  0.3499  0.0383  0.0794  0.0903
  37  8.9399E-08    0.195983    0.241744  0.3123 -0.1551  0.3936  0.2542  0.3434  0.3617  0.3273  0.1148  0.3499  0.0383  0.0794  0.0903
  38  6.3128E-08    0.195924    0.241652  0.3123 -0.1551  0.3936  0.2541  0.3433  0.3617  0.3274  0.1148  0.3499  0.0384  0.0793  0.0902
  39  6.4311E-08    0.195855    0.241568  0.3122 -0.1551  0.3936  0.2540  0.3433  0.3617  0.3274  0.1147  0.3500  0.0384  0.0793  0.0902
  40  9.8649E-08    0.195649    0.241578  0.3122 -0.1551  0.3936  0.2539  0.3432  0.3616  0.3275  0.1148  0.3500  0.0384  0.0792  0.0901
  41  7.1060E-08    0.195576    0.241512  0.3122 -0.1552  0.3935  0.2538  0.3432  0.3616  0.3275  0.1148  0.3500  0.0384  0.0792  0.0901
  42  6.0221E-08    0.195528    0.241437  0.3122 -0.1552  0.3935  0.2536  0.3432  0.3616  0.3275  0.1148  0.3500  0.0384  0.0791  0.0901
  43  8.7065E-08    0.195386    0.241411  0.3122 -0.1552  0.3935  0.2535  0.3431  0.3615  0.3276  0.1148  0.3500  0.0385  0.0791  0.0901
  44  8.3082E-08    0.195239    0.241421  0.3122 -0.1552  0.3934  0.2534  0.3431  0.3615  0.3276  0.1148  0.3500  0.0385  0.0790  0.0900
  45  7.8778E-08    0.195134    0.241377  0.3121 -0.1552  0.3934  0.2533  0.3430  0.3615  0.3277  0.1148  0.3501  0.0385  0.0790  0.0900
  46  9.4444E-08    0.194957    0.241386  0.3121 -0.1553  0.3934  0.2532  0.3430  0.3614  0.3277  0.1148  0.3500  0.0385  0.0790  0.0900
  47  5.6035E-08    0.194903    0.241347  0.3121 -0.1553  0.3934  0.2531  0.3430  0.3614  0.3277  0.1148  0.3501  0.0385  0.0789  0.0900
  48  8.0651E-08    0.194768    0.241339  0.3121 -0.1553  0.3933  0.2530  0.3429  0.3614  0.3277  0.1149  0.3501  0.0385  0.0789  0.0899
  49  7.8186E-08    0.194667    0.241311  0.3121 -0.1553  0.3933  0.2529  0.3429  0.3614  0.3277  0.1149  0.3501  0.0385  0.0788  0.0899
  50  9.5346E-08    0.194480    0.241353  0.3120 -0.1553  0.3933  0.2528  0.3429  0.3614  0.3278  0.1149  0.3502  0.0385  0.0788  0.0899
  51  6.6118E-08    0.194441    0.241270  0.3120 -0.1554  0.3933  0.2526  0.3429  0.3613  0.3278  0.1148  0.3502  0.0386  0.0788  0.0898
