Iter   Tolerance Admix(mean)   Admix(SD)    Fst1    Fst2    Fst3    Fst4    Fst5    Fst6    Fst7    Fst8   QPop1   QPop2   QPop3   QPop4   QPop5   QPop6   QPop7   QPop8
  11  3.6479E-05    0.246603    0.311288  0.2735 -0.2191  0.3916  0.2552  0.4239  0.3339  0.3216  0.2160  0.2418  0.1189  0.2048  0.0505  0.0874  0.0975  0.0874  0.1116
  12  1.7751E-05    0.240557    0.309436  0.2737 -0.2187  0.3913  0.2539  0.4235  0.3338  0.3213  0.2157  0.2408  0.1186  0.2070  0.0494  0.0867  0.0968  0.0868  0.1139
  13  1.0697E-05    0.236255    0.308112  0.2740 -0.2184  0.3910  0.2534  0.4232  0.3337  0.3211  0.2155  0.2400  0.1184  0.2087  0.0487  0.0862  0.0962  0.0862  0.1157
  14  7.0398E-06    0.232981    0.307094  0.2744 -0.2182  0.3908  0.2527  0.4229  0.3336  0.3209  0.2154  0.2393  0.1182  0.2100  0.0482  0.0857  0.0957  0.0856  0.1172
  15  4.5453E-06    0.230574    0.306252  0.2747 -0.2180  0.3906  0.2520  0.4226  0.3336  0.3208  0.2155  0.2388  0.1181  0.2110  0.0478  0.0853  0.0953  0.0852  0.1185
  16  2.9418E-06    0.228616    0.305578  0.2750 -0.2178  0.3905  0.2514  0.4223  0.3335  0.3207  0.2157  0.2385  0.1179  0.2117  0.0475  0.0849  0.0950  0.0848  0.1196
  17  1.9843E-06    0.226963    0.305059  0.2753 -0.2176  0.3904  0.2507  0.4220  0.3334  0.3206  0.2159  0.2383  0.1178  0.2123  0.0473  0.0846  0.0946  0.0845  0.1206
  18  6.1423E-06    0.225415    0.304274  0.2756 -0.2172  0.3905  0.2488  0.4216  0.3336  0.3204  0.2164  0.2384  0.1177  0.2128  0.0467  0.0841  0.0945  0.0841  0.1217
  19  1.9863E-06    0.224149    0.303742  0.2758 -0.2170  0.3905  0.2480  0.4212  0.3336  0.3202  0.2167  0.2384  0.1176  0.2131  0.0464  0.0838  0.0943  0.0838  0.1225
  20  5.5345E-06    0.222965    0.302928  0.2761 -0.2165  0.3907  0.2462  0.4208  0.3335  0.3200  0.2173  0.2386  0.1175  0.2135  0.0459  0.0834  0.0941  0.0835  0.1236
  21  2.0929E-06    0.222034    0.302347  0.2763 -0.2163  0.3908  0.2455  0.4204  0.3334  0.3198  0.2176  0.2387  0.1173  0.2139  0.0456  0.0830  0.0939  0.0832  0.1244
  22  1.2567E-06    0.221255    0.301823  0.2765 -0.2160  0.3909  0.2450  0.4202  0.3334  0.3197  0.2180  0.2387  0.1172  0.2142  0.0453  0.0827  0.0937  0.0830  0.1251
  23  8.6250E-07    0.220552    0.301321  0.2767 -0.2158  0.3910  0.2445  0.4199  0.3333  0.3195  0.2183  0.2388  0.1171  0.2145  0.0451  0.0825  0.0935  0.0827  0.1258
  24  6.5704E-07    0.219860    0.300869  0.2768 -0.2155  0.3911  0.2440  0.4197  0.3332  0.3194  0.2185  0.2389  0.1170  0.2148  0.0449  0.0822  0.0933  0.0825  0.1264
  25  4.6887E-07    0.219274    0.300464  0.2770 -0.2153  0.3912  0.2437  0.4195  0.3332  0.3193  0.2188  0.2390  0.1169  0.2150  0.0447  0.0820  0.0931  0.0823  0.1270
  26  3.6797E-07    0.218790    0.300030  0.2772 -0.2150  0.3914  0.2434  0.4193  0.3331  0.3193  0.2190  0.2390  0.1168  0.2153  0.0445  0.0818  0.0930  0.0821  0.1275
  27  3.0001E-07    0.218331    0.299626  0.2773 -0.2148  0.3915  0.2431  0.4191  0.3331  0.3192  0.2192  0.2391  0.1167  0.2155  0.0444  0.0816  0.0928  0.0819  0.1280
  28  3.9573E-07    0.217897    0.299210  0.2775 -0.2145  0.3917  0.2428  0.4190  0.3331  0.3191  0.2195  0.2392  0.1166  0.2157  0.0442  0.0814  0.0927  0.0817  0.1285
  29  2.5747E-07    0.217478    0.298825  0.2776 -0.2143  0.3918  0.2425  0.4188  0.3330  0.3190  0.2197  0.2393  0.1165  0.2159  0.0440  0.0813  0.0925  0.0816  0.1289
  30  2.2195E-07    0.217180    0.298380  0.2778 -0.2140  0.3920  0.2422  0.4187  0.3330  0.3189  0.2199  0.2394  0.1164  0.2161  0.0438  0.0811  0.0924  0.0814  0.1294
  31  2.3615E-07    0.216772    0.297988  0.2780 -0.2137  0.3921  0.2419  0.4185  0.3330  0.3188  0.2201  0.2395  0.1163  0.2163  0.0436  0.0810  0.0923  0.0812  0.1298
  32  2.3294E-07    0.216391    0.297581  0.2781 -0.2135  0.3923  0.2415  0.4184  0.3330  0.3187  0.2204  0.2396  0.1162  0.2165  0.0434  0.0808  0.0921  0.0810  0.1303
  33  3.4397E-07    0.216020    0.297057  0.2783 -0.2131  0.3925  0.2410  0.4182  0.3330  0.3186  0.2206  0.2398  0.1161  0.2167  0.0432  0.0806  0.0920  0.0809  0.1307
  34  2.5860E-07    0.215638    0.296612  0.2785 -0.2128  0.3926  0.2406  0.4181  0.3329  0.3185  0.2209  0.2399  0.1161  0.2169  0.0430  0.0805  0.0918  0.0807  0.1312
  35  2.5227E-07    0.215268    0.296120  0.2787 -0.2125  0.3928  0.2403  0.4179  0.3329  0.3184  0.2211  0.2400  0.1160  0.2171  0.0428  0.0803  0.0917  0.0805  0.1317
  36  4.1279E-06    0.214700    0.295140  0.2789 -0.2120  0.3931  0.2389  0.4175  0.3329  0.3183  0.2215  0.2403  0.1159  0.2174  0.0422  0.0800  0.0915  0.0803  0.1324
  37  5.0703E-06    0.213829    0.294141  0.2792 -0.2115  0.3934  0.2375  0.4173  0.3328  0.3180  0.2220  0.2406  0.1158  0.2179  0.0416  0.0797  0.0913  0.0799  0.1333
  38  1.7453E-06    0.213215    0.293425  0.2794 -0.2111  0.3937  0.2371  0.4170  0.3328  0.3178  0.2223  0.2407  0.1157  0.2183  0.0413  0.0794  0.0910  0.0796  0.1340
  39  8.9215E-07    0.212867    0.292668  0.2797 -0.2107  0.3939  0.2367  0.4168  0.3327  0.3176  0.2225  0.2408  0.1156  0.2187  0.0411  0.0792  0.0908  0.0793  0.1345
  40  7.1018E-07    0.212404    0.291974  0.2799 -0.2103  0.3942  0.2362  0.4166  0.3327  0.3175  0.2228  0.2408  0.1155  0.2191  0.0408  0.0790  0.0906  0.0790  0.1352
  41  4.7591E-07    0.211972    0.291351  0.2801 -0.2100  0.3944  0.2360  0.4164  0.3327  0.3173  0.2230  0.2409  0.1154  0.2194  0.0406  0.0788  0.0904  0.0788  0.1357
  42  4.1196E-07    0.211562    0.290647  0.2803 -0.2096  0.3946  0.2357  0.4162  0.3326  0.3172  0.2232  0.2409  0.1154  0.2197  0.0404  0.0786  0.0902  0.0785  0.1363
  43  4.2199E-07    0.211238    0.290080  0.2805 -0.2093  0.3949  0.2353  0.4161  0.3326  0.3171  0.2234  0.2410  0.1153  0.2199  0.0402  0.0784  0.0900  0.0783  0.1368
  44  4.0776E-07    0.210766    0.289532  0.2807 -0.2089  0.3951  0.2350  0.4159  0.3326  0.3170  0.2236  0.2411  0.1152  0.2201  0.0400  0.0782  0.0899  0.0781  0.1373
  45  3.1658E-07    0.210281    0.289020  0.2809 -0.2086  0.3953  0.2346  0.4157  0.3326  0.3169  0.2238  0.2411  0.1152  0.2203  0.0398  0.0781  0.0897  0.0780  0.1379
  46  3.4635E-07    0.209981    0.288377  0.2811 -0.2082  0.3955  0.2342  0.4156  0.3326  0.3168  0.2240  0.2412  0.1151  0.2204  0.0396  0.0779  0.0896  0.0778  0.1384
  47  3.4106E-07    0.209427    0.287774  0.2813 -0.2078  0.3957  0.2337  0.4154  0.3326  0.3167  0.2241  0.2413  0.1151  0.2206  0.0393  0.0777  0.0894  0.0776  0.1390
  48  3.6693E-07    0.208972    0.287111  0.2815 -0.2075  0.3960  0.2332  0.4152  0.3325  0.3166  0.2243  0.2413  0.1151  0.2207  0.0391  0.0775  0.0892  0.0774  0.1396
  49  3.4426E-07    0.208479    0.286532  0.2817 -0.2071  0.3962  0.2327  0.4150  0.3325  0.3164  0.2245  0.2415  0.1150  0.2208  0.0389  0.0774  0.0891  0.0772  0.1401
  50  3.2803E-07    0.207971    0.285815  0.2818 -0.2068  0.3964  0.2322  0.4148  0.3325  0.3163  0.2246  0.2415  0.1150  0.2210  0.0387  0.0772  0.0889  0.0770  0.1407
  51  3.3841E-07    0.207425    0.285126  0.2820 -0.2064  0.3966  0.2317  0.4146  0.3324  0.3162  0.2248  0.2416  0.1150  0.2211  0.0385  0.0770  0.0887  0.0768  0.1413
