Iter   Tolerance Admix(mean)   Admix(SD)    Fst1    Fst2    Fst3    Fst4    Fst5    Fst6   QPop1   QPop2   QPop3   QPop4   QPop5   QPop6
  22  3.5436E-07    0.242458    0.302920  0.3007 -0.1729  0.3875  0.2817  0.3378  0.3626  0.2863  0.1176  0.2913  0.0553  0.1453  0.1041
  23  2.6850E-07    0.242285    0.302973  0.3006 -0.1729  0.3874  0.2816  0.3385  0.3625  0.2864  0.1177  0.2914  0.0553  0.1452  0.1041
  24  1.2460E-07    0.242216    0.302990  0.3006 -0.1730  0.3873  0.2815  0.3392  0.3625  0.2864  0.1177  0.2915  0.0553  0.1450  0.1041
  25  9.4309E-08    0.242106    0.303048  0.3005 -0.1730  0.3872  0.2814  0.3397  0.3624  0.2865  0.1177  0.2916  0.0553  0.1449  0.1040
  26  6.8734E-08    0.242066    0.303073  0.3004 -0.1730  0.3872  0.2814  0.3401  0.3624  0.2865  0.1177  0.2916  0.0553  0.1448  0.1040
  27  5.7134E-08    0.242049    0.303080  0.3004 -0.1731  0.3871  0.2813  0.3405  0.3623  0.2865  0.1177  0.2917  0.0553  0.1447  0.1040
  28  6.1440E-08    0.241999    0.303119  0.3003 -0.1731  0.3870  0.2813  0.3409  0.3623  0.2865  0.1178  0.2918  0.0554  0.1446  0.1040
  29  7.8838E-08    0.241886    0.303214  0.3003 -0.1731  0.3870  0.2813  0.3412  0.3623  0.2865  0.1178  0.2918  0.0554  0.1445  0.1040
  30  5.5628E-08    0.241856    0.303241  0.3002 -0.1731  0.3869  0.2812  0.3414  0.3623  0.2865  0.1178  0.2918  0.0554  0.1445  0.1039
  31  8.1346E-08    0.241745    0.303343  0.3002 -0.1731  0.3869  0.2812  0.3416  0.3622  0.2865  0.1179  0.2919  0.0554  0.1444  0.1039
  32  7.4702E-08    0.241666    0.303419  0.3002 -0.1732  0.3868  0.2812  0.3418  0.3622  0.2866  0.1179  0.2919  0.0554  0.1443  0.1039
  33  4.7052E-08    0.241696    0.303410  0.3001 -0.1732  0.3868  0.2812  0.3420  0.3622  0.2866  0.1179  0.2919  0.0554  0.1443  0.1039
  34  5.0283E-08    0.241700    0.303430  0.3001 -0.1732  0.3868  0.2812  0.3422  0.3622  0.2866  0.1179  0.2920  0.0554  0.1442  0.1039
  35  7.2973E-08    0.241607    0.303525  0.3001 -0.1732  0.3867  0.2812  0.3423  0.3621  0.2866  0.1180  0.2920  0.0554  0.1442  0.1039
  36  6.3080E-08    0.241556    0.303589  0.3000 -0.1732  0.3867  0.2811  0.3424  0.3621  0.2866  0.1179  0.2920  0.0554  0.1441  0.1039
  37  7.8160E-08    0.241412    0.303726  0.3000 -0.1732  0.3867  0.2811  0.3425  0.3621  0.2866  0.1180  0.2920  0.0554  0.1441  0.1038
  38  3.8567E-08    0.241461    0.303712  0.3000 -0.1732  0.3866  0.2811  0.3427  0.3621  0.2866  0.1180  0.2921  0.0555  0.1440  0.1038
  39  7.4354E-08    0.241359    0.303817  0.3000 -0.1732  0.3866  0.2811  0.3428  0.3620  0.2866  0.1181  0.2921  0.0555  0.1440  0.1038
  40  4.1088E-08    0.241403    0.303809  0.3000 -0.1732  0.3866  0.2811  0.3428  0.3620  0.2866  0.1181  0.2921  0.0555  0.1439  0.1038
  41  6.2926E-08    0.241343    0.303886  0.2999 -0.1733  0.3866  0.2811  0.3429  0.3620  0.2866  0.1181  0.2921  0.0555  0.1439  0.1038
  42  5.1796E-08    0.241358    0.303904  0.2999 -0.1733  0.3865  0.2811  0.3430  0.3620  0.2866  0.1181  0.2922  0.0555  0.1438  0.1038
  43  8.6043E-08    0.241216    0.304044  0.2999 -0.1733  0.3865  0.2811  0.3431  0.3620  0.2866  0.1181  0.2922  0.0555  0.1438  0.1038
  44  5.6142E-08    0.241213    0.304078  0.2999 -0.1733  0.3865  0.2811  0.3431  0.3620  0.2866  0.1181  0.2922  0.0555  0.1437  0.1038
  45  9.1285E-08    0.241044    0.304243  0.2999 -0.1733  0.3865  0.2811  0.3432  0.3619  0.2866  0.1182  0.2922  0.0555  0.1437  0.1038
  46  6.0083E-08    0.240999    0.304309  0.2998 -0.1733  0.3864  0.2811  0.3432  0.3619  0.2866  0.1182  0.2922  0.0555  0.1437  0.1038
  47  5.7354E-08    0.240971    0.304365  0.2998 -0.1733  0.3864  0.2812  0.3433  0.3619  0.2866  0.1182  0.2922  0.0555  0.1436  0.1038
  48  5.9544E-08    0.240944    0.304421  0.2998 -0.1733  0.3864  0.2812  0.3433  0.3619  0.2866  0.1183  0.2923  0.0555  0.1436  0.1038
  49  5.1381E-08    0.240942    0.304459  0.2998 -0.1733  0.3864  0.2812  0.3434  0.3619  0.2866  0.1183  0.2923  0.0556  0.1435  0.1038
  50  7.2368E-08    0.240850    0.304565  0.2998 -0.1733  0.3864  0.2812  0.3434  0.3619  0.2866  0.1183  0.2923  0.0556  0.1435  0.1038
  51  7.8921E-08    0.240708    0.304709  0.2998 -0.1733  0.3864  0.2812  0.3435  0.3619  0.2865  0.1183  0.2924  0.0556  0.1434  0.1037
