Iter   Tolerance Admix(mean)   Admix(SD)    Fst1    Fst2    Fst3    Fst4    Fst5    Fst6    Fst7    Fst8   QPop1   QPop2   QPop3   QPop4   QPop5   QPop6   QPop7   QPop8
  19  7.9949E-06    0.212767    0.267766  0.3160 -0.1406  0.4317  0.2906  0.4448  0.3682  0.3509  0.0295  0.3459  0.1077  0.2565  0.0305  0.0794  0.0888  0.0760  0.0151
  20  8.3520E-06    0.211997    0.266057  0.3190 -0.1361  0.4339  0.2945  0.4468  0.3705  0.3532  0.0158  0.3459  0.1077  0.2587  0.0306  0.0793  0.0885  0.0758  0.0136
  21  7.6708E-06    0.211274    0.264461  0.3216 -0.1326  0.4355  0.2973  0.4483  0.3723  0.3550  0.0060  0.3458  0.1077  0.2607  0.0306  0.0791  0.0882  0.0756  0.0123
  22  5.7497E-06    0.210667    0.263001  0.3234 -0.1302  0.4366  0.2991  0.4492  0.3734  0.3562  0.0015  0.3455  0.1077  0.2625  0.0306  0.0790  0.0879  0.0754  0.0113
  23  3.4612E-06    0.210165    0.261632  0.3248 -0.1287  0.4372  0.3003  0.4497  0.3741  0.3569  0.0006  0.3452  0.1077  0.2641  0.0307  0.0788  0.0876  0.0752  0.0107
  24  1.7875E-06    0.209684    0.260509  0.3258 -0.1277  0.4375  0.3012  0.4499  0.3745  0.3572  0.0009  0.3449  0.1078  0.2654  0.0307  0.0786  0.0873  0.0749  0.0103
  25  8.7067E-07    0.209329    0.259605  0.3266 -0.1270  0.4377  0.3019  0.4500  0.3748  0.3575  0.0015  0.3447  0.1078  0.2665  0.0307  0.0784  0.0871  0.0748  0.0101
  26  4.5495E-07    0.209048    0.258945  0.3272 -0.1264  0.4378  0.3025  0.4501  0.3750  0.3577  0.0018  0.3445  0.1078  0.2673  0.0308  0.0782  0.0869  0.0746  0.0100
  27  2.3618E-07    0.208947    0.258297  0.3277 -0.1260  0.4378  0.3030  0.4502  0.3751  0.3578  0.0020  0.3444  0.1078  0.2678  0.0308  0.0780  0.0868  0.0745  0.0099
  28  1.5608E-07    0.208762    0.257849  0.3280 -0.1257  0.4379  0.3035  0.4502  0.3752  0.3578  0.0020  0.3443  0.1078  0.2682  0.0308  0.0779  0.0866  0.0744  0.0099
  29  1.0986E-07    0.208601    0.257452  0.3283 -0.1254  0.4379  0.3039  0.4502  0.3753  0.3579  0.0019  0.3443  0.1078  0.2685  0.0309  0.0778  0.0865  0.0743  0.0098
  30  8.8090E-08    0.208374    0.257051  0.3285 -0.1253  0.4378  0.3043  0.4502  0.3754  0.3579  0.0017  0.3443  0.1079  0.2688  0.0309  0.0777  0.0864  0.0742  0.0098
