Iter   Tolerance Admix(mean)   Admix(SD)    Fst1    Fst2    Fst3    Fst4    Fst5    Fst6    Fst7    Fst8    Fst9   QPop1   QPop2   QPop3   QPop4   QPop5   QPop6   QPop7   QPop8   QPop9
  41  1.5173E-06    0.288533    0.316902  0.4153 -0.0313  0.4882  0.3390  0.5029  0.3910  0.4126  0.3124 -0.1228  0.2716  0.1037  0.2040  0.0321  0.0811  0.2293  0.0395  0.0300  0.0087
  42  2.1981E-06    0.287119    0.315120  0.4167 -0.0283  0.4895  0.3394  0.5038  0.3924  0.4147  0.3128 -0.1204  0.2716  0.1037  0.2044  0.0317  0.0806  0.2303  0.0396  0.0296  0.0084
  43  9.4854E-06    0.285689    0.313255  0.4156 -0.0294  0.4885  0.3363  0.5023  0.3912  0.4134  0.3095 -0.1172  0.2713  0.1042  0.2048  0.0313  0.0800  0.2310  0.0395  0.0292  0.0085
  44  1.4749E-06    0.284104    0.311328  0.4156 -0.0288  0.4886  0.3351  0.5019  0.3911  0.4142  0.3076 -0.1247  0.2713  0.1043  0.2053  0.0310  0.0795  0.2320  0.0396  0.0288  0.0082
  45  3.6622E-06    0.282851    0.309729  0.4157 -0.0280  0.4888  0.3340  0.5017  0.3912  0.4152  0.3062 -0.1326  0.2712  0.1043  0.2060  0.0306  0.0791  0.2327  0.0397  0.0284  0.0079
  46  1.7604E-06    0.281522    0.308124  0.4158 -0.0274  0.4889  0.3331  0.5015  0.3913  0.4161  0.3053 -0.1398  0.2710  0.1043  0.2065  0.0304  0.0786  0.2336  0.0398  0.0281  0.0077
  47  1.7236E-06    0.280054    0.306236  0.4158 -0.0266  0.4891  0.3321  0.5013  0.3914  0.4167  0.3041 -0.1471  0.2709  0.1044  0.2069  0.0300  0.0782  0.2345  0.0399  0.0277  0.0074
  48  4.1732E-06    0.279098    0.305084  0.4160 -0.0258  0.4894  0.3313  0.5012  0.3916  0.4160  0.3042 -0.1539  0.2707  0.1044  0.2076  0.0297  0.0778  0.2350  0.0398  0.0277  0.0072
  49  6.0487E-07    0.277834    0.303400  0.4161 -0.0252  0.4896  0.3304  0.5010  0.3916  0.4151  0.3038 -0.1602  0.2706  0.1045  0.2081  0.0295  0.0774  0.2358  0.0397  0.0274  0.0070
  50  1.1040E-06    0.276240    0.301486  0.4161 -0.0247  0.4897  0.3294  0.5007  0.3915  0.4142  0.3026 -0.1665  0.2707  0.1046  0.2085  0.0292  0.0769  0.2366  0.0395  0.0271  0.0068
  51  9.2475E-07    0.274768    0.299670  0.4161 -0.0245  0.4898  0.3284  0.5004  0.3911  0.4131  0.3004 -0.1721  0.2709  0.1046  0.2090  0.0289  0.0764  0.2374  0.0394  0.0267  0.0067
  52  1.5865E-06    0.273398    0.298002  0.4158 -0.0245  0.4897  0.3271  0.4999  0.3906  0.4118  0.3000 -0.1779  0.2708  0.1047  0.2095  0.0286  0.0760  0.2382  0.0392  0.0265  0.0065
  53  1.5859E-06    0.272301    0.296592  0.4156 -0.0247  0.4895  0.3258  0.4994  0.3900  0.4106  0.2990 -0.1839  0.2707  0.1047  0.2100  0.0284  0.0756  0.2388  0.0391  0.0263  0.0063
  54  5.6869E-07    0.270919    0.294893  0.4152 -0.0251  0.4893  0.3244  0.4987  0.3893  0.4092  0.2983 -0.1902  0.2707  0.1048  0.2104  0.0281  0.0752  0.2395  0.0390  0.0261  0.0062
  55  5.1777E-06    0.270176    0.293843  0.4147 -0.0258  0.4889  0.3230  0.4981  0.3886  0.4078  0.2982 -0.1966  0.2703  0.1048  0.2110  0.0279  0.0749  0.2398  0.0389  0.0262  0.0061
  56  9.7167E-07    0.269132    0.292536  0.4142 -0.0264  0.4886  0.3215  0.4974  0.3878  0.4065  0.2968 -0.2028  0.2702  0.1049  0.2115  0.0277  0.0745  0.2403  0.0388  0.0260  0.0060
  57  3.1622E-06    0.268222    0.291377  0.4137 -0.0272  0.4882  0.3200  0.4967  0.3871  0.4050  0.2968 -0.2094  0.2699  0.1050  0.2122  0.0274  0.0743  0.2406  0.0388  0.0260  0.0059
  58  9.9644E-06    0.268216    0.291027  0.4132 -0.0279  0.4878  0.3185  0.4962  0.3864  0.4036  0.2966 -0.2161  0.2692  0.1050  0.2131  0.0272  0.0743  0.2406  0.0387  0.0261  0.0058
  59  1.1242E-06    0.267125    0.289675  0.4128 -0.0286  0.4875  0.3171  0.4955  0.3857  0.4024  0.2960 -0.2229  0.2690  0.1051  0.2135  0.0270  0.0740  0.2410  0.0386  0.0260  0.0057
  60  4.2509E-07    0.266063    0.288354  0.4123 -0.0292  0.4872  0.3157  0.4949  0.3851  0.4012  0.2956 -0.2298  0.2689  0.1052  0.2138  0.0269  0.0736  0.2415  0.0386  0.0259  0.0057
  61  7.9977E-06    0.265660    0.287693  0.4119 -0.0298  0.4868  0.3144  0.4944  0.3845  0.4001  0.2957 -0.2366  0.2685  0.1052  0.2144  0.0267  0.0735  0.2416  0.0386  0.0260  0.0056
  62  5.2284E-07    0.264674    0.286388  0.4115 -0.0303  0.4865  0.3132  0.4938  0.3840  0.3990  0.2951 -0.2430  0.2684  0.1053  0.2147  0.0265  0.0731  0.2420  0.0386  0.0259  0.0055
  63  7.2577E-07    0.263485    0.284953  0.4111 -0.0308  0.4862  0.3120  0.4933  0.3834  0.3980  0.2942 -0.2487  0.2683  0.1053  0.2151  0.0263  0.0727  0.2425  0.0386  0.0258  0.0055
  64  2.8775E-06    0.262715    0.283960  0.4107 -0.0314  0.4859  0.3107  0.4928  0.3828  0.3970  0.2945 -0.2541  0.2680  0.1054  0.2156  0.0262  0.0725  0.2427  0.0386  0.0258  0.0054
  65  6.3202E-07    0.261738    0.282781  0.4103 -0.0320  0.4856  0.3095  0.4923  0.3823  0.3960  0.2942 -0.2592  0.2678  0.1054  0.2159  0.0260  0.0722  0.2430  0.0386  0.0258  0.0054
  66  3.4355E-07    0.260691    0.281385  0.4098 -0.0326  0.4853  0.3084  0.4917  0.3817  0.3950  0.2933 -0.2641  0.2678  0.1055  0.2160  0.0259  0.0718  0.2435  0.0386  0.0256  0.0053
  67  1.1228E-06    0.259886    0.280328  0.4094 -0.0331  0.4850  0.3073  0.4913  0.3810  0.3940  0.2926 -0.2687  0.2678  0.1055  0.2162  0.0257  0.0715  0.2437  0.0386  0.0256  0.0053
  68  5.1544E-07    0.258905    0.279077  0.4091 -0.0334  0.4848  0.3068  0.4909  0.3806  0.3930  0.2906 -0.2722  0.2677  0.1055  0.2164  0.0257  0.0712  0.2441  0.0386  0.0255  0.0053
  69  8.8287E-06    0.258994    0.279032  0.4088 -0.0339  0.4846  0.3057  0.4907  0.3802  0.3921  0.2905 -0.2765  0.2669  0.1055  0.2172  0.0255  0.0713  0.2438  0.0387  0.0258  0.0053
  70  5.8012E-07    0.258289    0.278039  0.4085 -0.0343  0.4844  0.3048  0.4903  0.3799  0.3913  0.2894 -0.2806  0.2667  0.1055  0.2174  0.0254  0.0711  0.2440  0.0388  0.0258  0.0052
  71  4.4862E-06    0.257233    0.276876  0.4080 -0.0351  0.4840  0.3033  0.4898  0.3793  0.3900  0.2856 -0.2834  0.2664  0.1058  0.2177  0.0251  0.0709  0.2440  0.0388  0.0258  0.0055
  72  4.0186E-06    0.256958    0.276360  0.4081 -0.0347  0.4842  0.3030  0.4899  0.3794  0.3896  0.2795 -0.2920  0.2661  0.1058  0.2182  0.0250  0.0708  0.2440  0.0389  0.0259  0.0054
  73  4.1191E-06    0.256615    0.275862  0.4080 -0.0347  0.4842  0.3024  0.4898  0.3793  0.3890  0.2744 -0.2972  0.2658  0.1058  0.2186  0.0249  0.0707  0.2440  0.0390  0.0259  0.0053
  74  6.8340E-07    0.255673    0.274630  0.4078 -0.0348  0.4841  0.3017  0.4896  0.3791  0.3882  0.2722 -0.3011  0.2657  0.1057  0.2188  0.0248  0.0704  0.2444  0.0390  0.0258  0.0053
  75  5.9963E-07    0.254993    0.273699  0.4075 -0.0350  0.4840  0.3010  0.4894  0.3788  0.3874  0.2710 -0.3043  0.2656  0.1057  0.2191  0.0247  0.0702  0.2447  0.0391  0.0257  0.0052
  76  4.2592E-07    0.254218    0.272609  0.4072 -0.0352  0.4839  0.3004  0.4892  0.3786  0.3866  0.2697 -0.3071  0.2657  0.1057  0.2192  0.0246  0.0700  0.2449  0.0392  0.0256  0.0052
  77  6.3083E-06    0.254060    0.272252  0.4071 -0.0355  0.4838  0.2997  0.4890  0.3784  0.3858  0.2689 -0.3096  0.2653  0.1056  0.2196  0.0245  0.0700  0.2449  0.0392  0.0257  0.0052
  78  2.2883E-06    0.253802    0.271793  0.4070 -0.0357  0.4837  0.2992  0.4889  0.3783  0.3850  0.2680 -0.3119  0.2651  0.1055  0.2200  0.0245  0.0699  0.2449  0.0393  0.0258  0.0051
  79  3.0944E-07    0.253175    0.270852  0.4068 -0.0358  0.4836  0.2986  0.4887  0.3781  0.3842  0.2670 -0.3140  0.2649  0.1055  0.2201  0.0244  0.0697  0.2451  0.0394  0.0258  0.0051
  80  7.5445E-07    0.252508    0.269830  0.4067 -0.0359  0.4837  0.2985  0.4886  0.3780  0.3836  0.2645 -0.3148  0.2649  0.1054  0.2203  0.0243  0.0695  0.2453  0.0395  0.0256  0.0051
  81  6.3236E-07    0.251950    0.268969  0.4066 -0.0360  0.4837  0.2980  0.4885  0.3779  0.3828  0.2628 -0.3163  0.2649  0.1053  0.2204  0.0242  0.0693  0.2455  0.0396  0.0256  0.0051
  82  3.3150E-06    0.251869    0.268640  0.4065 -0.0360  0.4837  0.2975  0.4885  0.3779  0.3822  0.2597 -0.3179  0.2648  0.1052  0.2206  0.0242  0.0693  0.2454  0.0397  0.0257  0.0051
  83  2.9076E-05    0.251677    0.268223  0.4065 -0.0355  0.4838  0.2970  0.4884  0.3779  0.3795  0.2547 -0.3189  0.2647  0.1061  0.2209  0.0241  0.0692  0.2455  0.0388  0.0255  0.0052
  84  1.7842E-05    0.252652    0.269236  0.4069 -0.0351  0.4840  0.2969  0.4887  0.3782  0.3806  0.2509 -0.3202  0.2649  0.1061  0.2209  0.0240  0.0694  0.2455  0.0388  0.0252  0.0052
  85  4.4419E-06    0.252562    0.268866  0.4072 -0.0348  0.4843  0.2969  0.4888  0.3783  0.3813  0.2431 -0.3231  0.2652  0.1060  0.2209  0.0239  0.0693  0.2458  0.0388  0.0248  0.0052
  86  9.1740E-06    0.252705    0.268736  0.4075 -0.0345  0.4845  0.2968  0.4890  0.3785  0.3818  0.2341 -0.3259  0.2652  0.1059  0.2212  0.0239  0.0694  0.2458  0.0388  0.0245  0.0053
  87  3.0925E-06    0.252302    0.268043  0.4077 -0.0342  0.4847  0.2968  0.4891  0.3786  0.3821  0.2272 -0.3275  0.2655  0.1059  0.2214  0.0238  0.0692  0.2461  0.0388  0.0240  0.0053
  88  4.6341E-06    0.251881    0.267279  0.4078 -0.0340  0.4848  0.2967  0.4891  0.3788  0.3823  0.2221 -0.3286  0.2660  0.1058  0.2215  0.0237  0.0691  0.2463  0.0388  0.0233  0.0053
  89  6.2157E-06    0.251937    0.267028  0.4079 -0.0338  0.4850  0.2967  0.4893  0.3790  0.3825  0.2178 -0.3295  0.2660  0.1057  0.2220  0.0237  0.0693  0.2463  0.0388  0.0228  0.0054
  90  2.3885E-06    0.251514    0.266093  0.4080 -0.0337  0.4850  0.2966  0.4893  0.3792  0.3826  0.2133 -0.3301  0.2662  0.1056  0.2221  0.0236  0.0692  0.2465  0.0389  0.0225  0.0055
  91  2.0719E-06    0.250843    0.264996  0.4080 -0.0335  0.4851  0.2966  0.4894  0.3793  0.3826  0.2081 -0.3301  0.2663  0.1055  0.2223  0.0236  0.0690  0.2468  0.0388  0.0220  0.0055
  92  2.4640E-06    0.250494    0.264214  0.4081 -0.0333  0.4852  0.2966  0.4895  0.3794  0.3827  0.2028 -0.3307  0.2664  0.1054  0.2226  0.0235  0.0690  0.2470  0.0389  0.0217  0.0056
  93  8.3239E-06    0.251023    0.264468  0.4081 -0.0332  0.4852  0.2965  0.4896  0.3795  0.3826  0.2008 -0.3309  0.2659  0.1053  0.2232  0.0235  0.0693  0.2466  0.0389  0.0216  0.0056
  94  9.4051E-07    0.250734    0.263789  0.4080 -0.0333  0.4851  0.2963  0.4896  0.3795  0.3824  0.1997 -0.3307  0.2659  0.1052  0.2235  0.0234  0.0692  0.2468  0.0389  0.0214  0.0057
  95  8.2658E-07    0.250317    0.262931  0.4079 -0.0335  0.4850  0.2962  0.4894  0.3794  0.3822  0.1996 -0.3305  0.2659  0.1052  0.2236  0.0234  0.0691  0.2470  0.0389  0.0212  0.0058
  96  1.5388E-06    0.250137    0.262377  0.4077 -0.0336  0.4850  0.2960  0.4893  0.3793  0.3820  0.1987 -0.3301  0.2662  0.1051  0.2235  0.0234  0.0690  0.2471  0.0389  0.0210  0.0059
  97  3.1008E-06    0.250149    0.262034  0.4075 -0.0341  0.4848  0.2957  0.4891  0.3791  0.3816  0.1977 -0.3267  0.2661  0.1049  0.2237  0.0234  0.0690  0.2471  0.0389  0.0209  0.0060
  98  1.7626E-06    0.249941    0.261491  0.4070 -0.0349  0.4844  0.2951  0.4887  0.3786  0.3810  0.1966 -0.3211  0.2661  0.1047  0.2238  0.0233  0.0690  0.2472  0.0389  0.0208  0.0062
  99  1.9480E-06    0.249799    0.261048  0.4065 -0.0360  0.4840  0.2945  0.4882  0.3781  0.3803  0.1948 -0.3125  0.2660  0.1044  0.2239  0.0233  0.0689  0.2473  0.0390  0.0206  0.0065
 100  2.4796E-06    0.249457    0.260335  0.4057 -0.0374  0.4834  0.2936  0.4876  0.3773  0.3795  0.1933 -0.3019  0.2661  0.1040  0.2239  0.0233  0.0688  0.2475  0.0390  0.0206  0.0068
 101  4.4469E-06    0.249102    0.259731  0.4049 -0.0390  0.4827  0.2927  0.4869  0.3765  0.3785  0.1916 -0.2895  0.2660  0.1036  0.2239  0.0233  0.0687  0.2477  0.0390  0.0205  0.0072
 102  9.4221E-06    0.249045    0.259564  0.4041 -0.0407  0.4821  0.2917  0.4863  0.3757  0.3776  0.1898 -0.2769  0.2660  0.1031  0.2240  0.0233  0.0689  0.2476  0.0390  0.0204  0.0077
 103  7.4023E-06    0.248264    0.258658  0.4034 -0.0421  0.4815  0.2909  0.4857  0.3750  0.3768  0.1885 -0.2660  0.2661  0.1025  0.2238  0.0232  0.0687  0.2478  0.0390  0.0204  0.0083
 104  6.8278E-06    0.247492    0.257945  0.4029 -0.0431  0.4811  0.2904  0.4852  0.3745  0.3763  0.1870 -0.2583  0.2662  0.1020  0.2238  0.0232  0.0686  0.2480  0.0390  0.0203  0.0088
 105  1.1493E-05    0.247396    0.258354  0.4027 -0.0437  0.4809  0.2901  0.4851  0.3743  0.3759  0.1862 -0.2535  0.2658  0.1015  0.2243  0.0232  0.0688  0.2477  0.0391  0.0203  0.0093
 106  5.5033E-06    0.247155    0.258584  0.4026 -0.0440  0.4808  0.2899  0.4851  0.3742  0.3756  0.1855 -0.2509  0.2655  0.1011  0.2245  0.0232  0.0690  0.2476  0.0391  0.0202  0.0097
 107  5.7717E-06    0.247093    0.258771  0.4025 -0.0442  0.4807  0.2898  0.4851  0.3742  0.3754  0.1852 -0.2496  0.2653  0.1009  0.2247  0.0232  0.0691  0.2475  0.0391  0.0203  0.0100
 108  1.5479E-06    0.246593    0.258482  0.4025 -0.0443  0.4807  0.2898  0.4850  0.3741  0.3753  0.1846 -0.2487  0.2652  0.1006  0.2247  0.0232  0.0690  0.2477  0.0391  0.0203  0.0102
 109  1.6126E-06    0.246383    0.258291  0.4025 -0.0443  0.4807  0.2897  0.4849  0.3741  0.3752  0.1838 -0.2481  0.2655  0.1005  0.2246  0.0232  0.0690  0.2477  0.0391  0.0201  0.0103
 110  2.9897E-06    0.246481    0.258385  0.4024 -0.0444  0.4807  0.2897  0.4850  0.3741  0.3750  0.1833 -0.2478  0.2654  0.1003  0.2247  0.0232  0.0691  0.2477  0.0391  0.0201  0.0105
 111  4.2585E-07    0.246258    0.258006  0.4024 -0.0444  0.4807  0.2897  0.4849  0.3741  0.3749  0.1829 -0.2475  0.2654  0.1002  0.2247  0.0232  0.0690  0.2478  0.0391  0.0201  0.0106
 112  3.8652E-07    0.245921    0.257486  0.4024 -0.0444  0.4807  0.2897  0.4849  0.3740  0.3748  0.1824 -0.2472  0.2654  0.1001  0.2246  0.0232  0.0688  0.2480  0.0391  0.0200  0.0107
 113  6.7849E-07    0.245673    0.257027  0.4022 -0.0445  0.4806  0.2896  0.4847  0.3739  0.3753  0.1820 -0.2470  0.2654  0.1000  0.2245  0.0232  0.0687  0.2482  0.0392  0.0200  0.0108
 114  1.3953E-06    0.245558    0.256660  0.4022 -0.0445  0.4806  0.2896  0.4847  0.3739  0.3751  0.1815 -0.2468  0.2655  0.1000  0.2245  0.0231  0.0687  0.2483  0.0392  0.0199  0.0108
 115  3.7980E-06    0.245933    0.256992  0.4022 -0.0445  0.4806  0.2896  0.4848  0.3739  0.3749  0.1811 -0.2465  0.2651  0.0999  0.2248  0.0231  0.0688  0.2482  0.0392  0.0199  0.0109
