Iter   Tolerance Admix(mean)   Admix(SD)    Fst1    Fst2    Fst3    Fst4    Fst5    Fst6    Fst7    Fst8    Fst9   QPop1   QPop2   QPop3   QPop4   QPop5   QPop6   QPop7   QPop8   QPop9
  23  2.1341E-06    0.232852    0.316895  0.2980 -0.1824  0.4135  0.2641  0.4376  0.3531  0.3407  0.2515  0.1115  0.2419  0.1098  0.1923  0.0458  0.0822  0.0932  0.0829  0.1297  0.0222
  24  1.7484E-06    0.231832    0.316065  0.2986 -0.1812  0.4142  0.2645  0.4377  0.3535  0.3409  0.2526  0.1084  0.2418  0.1097  0.1929  0.0455  0.0819  0.0930  0.0826  0.1310  0.0218
  25  1.5600E-06    0.230757    0.315268  0.2992 -0.1800  0.4148  0.2649  0.4378  0.3539  0.3412  0.2535  0.1045  0.2417  0.1096  0.1934  0.0452  0.0816  0.0927  0.0823  0.1321  0.0214
  26  1.4369E-06    0.229645    0.314489  0.2998 -0.1787  0.4155  0.2653  0.4379  0.3543  0.3414  0.2544  0.0998  0.2417  0.1095  0.1940  0.0449  0.0813  0.0925  0.0820  0.1333  0.0209
  27  1.3212E-06    0.228589    0.313620  0.3004 -0.1775  0.4162  0.2656  0.4380  0.3546  0.3416  0.2552  0.0946  0.2417  0.1094  0.1946  0.0446  0.0810  0.0923  0.0817  0.1344  0.0204
  28  1.1204E-06    0.227893    0.312652  0.3011 -0.1761  0.4169  0.2659  0.4382  0.3550  0.3419  0.2560  0.0883  0.2417  0.1093  0.1952  0.0443  0.0808  0.0921  0.0814  0.1354  0.0199
  29  4.0823E-06    0.226847    0.311282  0.3016 -0.1751  0.4174  0.2650  0.4379  0.3552  0.3419  0.2567  0.0851  0.2419  0.1092  0.1957  0.0437  0.0804  0.0919  0.0811  0.1366  0.0196
  30  1.9913E-06    0.225932    0.310020  0.3021 -0.1741  0.4180  0.2647  0.4378  0.3554  0.3419  0.2573  0.0815  0.2419  0.1091  0.1962  0.0433  0.0801  0.0916  0.0808  0.1378  0.0193
  31  1.6031E-06    0.225112    0.308695  0.3026 -0.1730  0.4185  0.2647  0.4378  0.3556  0.3420  0.2579  0.0760  0.2418  0.1090  0.1968  0.0430  0.0798  0.0914  0.0805  0.1389  0.0189
  32  3.7951E-06    0.224051    0.307213  0.3031 -0.1722  0.4190  0.2638  0.4376  0.3556  0.3418  0.2583  0.0735  0.2419  0.1089  0.1974  0.0424  0.0794  0.0911  0.0801  0.1402  0.0187
  33  1.7917E-06    0.223133    0.305764  0.3036 -0.1712  0.4195  0.2636  0.4375  0.3557  0.3417  0.2588  0.0686  0.2418  0.1088  0.1980  0.0420  0.0791  0.0908  0.0797  0.1414  0.0184
  34  1.5105E-06    0.222142    0.304258  0.3043 -0.1700  0.4201  0.2634  0.4375  0.3560  0.3418  0.2593  0.0619  0.2416  0.1087  0.1986  0.0417  0.0789  0.0904  0.0794  0.1426  0.0180
  35  1.1744E-06    0.221372    0.302880  0.3050 -0.1686  0.4208  0.2635  0.4376  0.3563  0.3420  0.2598  0.0538  0.2415  0.1087  0.1992  0.0414  0.0786  0.0902  0.0790  0.1438  0.0177
  36  1.1440E-06    0.220407    0.301414  0.3057 -0.1673  0.4214  0.2633  0.4377  0.3566  0.3421  0.2603  0.0460  0.2414  0.1086  0.1997  0.0410  0.0783  0.0899  0.0787  0.1449  0.0174
  37  9.5530E-07    0.219452    0.299843  0.3064 -0.1659  0.4221  0.2632  0.4378  0.3570  0.3424  0.2608  0.0370  0.2413  0.1085  0.2003  0.0407  0.0781  0.0896  0.0784  0.1461  0.0170
  38  9.3929E-07    0.218295    0.298275  0.3072 -0.1644  0.4228  0.2630  0.4380  0.3574  0.3427  0.2613  0.0274  0.2412  0.1085  0.2008  0.0404  0.0778  0.0893  0.0781  0.1473  0.0166
  39  8.4611E-07    0.217232    0.296564  0.3081 -0.1627  0.4236  0.2630  0.4382  0.3579  0.3430  0.2619  0.0165  0.2412  0.1085  0.2014  0.0401  0.0775  0.0890  0.0777  0.1484  0.0162
  40  8.5573E-07    0.215944    0.294859  0.3090 -0.1610  0.4244  0.2627  0.4384  0.3585  0.3435  0.2625  0.0056  0.2412  0.1085  0.2020  0.0397  0.0772  0.0887  0.0774  0.1496  0.0158
  41  7.6824E-07    0.214817    0.292974  0.3100 -0.1592  0.4253  0.2626  0.4387  0.3591  0.3440  0.2632 -0.0062  0.2412  0.1084  0.2026  0.0394  0.0769  0.0884  0.0771  0.1507  0.0153
  42  7.1602E-07    0.213536    0.291329  0.3111 -0.1573  0.4262  0.2626  0.4390  0.3598  0.3445  0.2638 -0.0184  0.2413  0.1084  0.2033  0.0391  0.0766  0.0881  0.0767  0.1517  0.0148
  43  6.7156E-07    0.212335    0.289337  0.3121 -0.1554  0.4271  0.2626  0.4393  0.3604  0.3450  0.2645 -0.0303  0.2413  0.1084  0.2039  0.0387  0.0763  0.0878  0.0764  0.1529  0.0143
  44  6.1814E-07    0.210986    0.287560  0.3130 -0.1536  0.4279  0.2625  0.4396  0.3610  0.3455  0.2651 -0.0409  0.2415  0.1084  0.2045  0.0384  0.0760  0.0875  0.0761  0.1539  0.0138
  45  1.7461E-06    0.209565    0.285469  0.3142 -0.1516  0.4289  0.2621  0.4399  0.3618  0.3461  0.2658 -0.0530  0.2416  0.1084  0.2052  0.0379  0.0757  0.0873  0.0757  0.1550  0.0132
  46  1.0682E-06    0.208306    0.283629  0.3151 -0.1499  0.4297  0.2619  0.4401  0.3624  0.3465  0.2664 -0.0630  0.2417  0.1084  0.2059  0.0376  0.0753  0.0870  0.0754  0.1560  0.0127
  47  7.3402E-07    0.207060    0.281538  0.3161 -0.1482  0.4305  0.2616  0.4404  0.3630  0.3470  0.2670 -0.0727  0.2417  0.1084  0.2067  0.0372  0.0750  0.0867  0.0750  0.1570  0.0122
  48  2.9790E-06    0.205523    0.279185  0.3169 -0.1467  0.4312  0.2611  0.4406  0.3635  0.3473  0.2676 -0.0810  0.2418  0.1084  0.2075  0.0367  0.0748  0.0863  0.0746  0.1581  0.0117
  49  1.1103E-06    0.204060    0.277032  0.3176 -0.1454  0.4318  0.2607  0.4406  0.3639  0.3476  0.2680 -0.0877  0.2419  0.1084  0.2082  0.0364  0.0745  0.0860  0.0742  0.1592  0.0113
  50  8.4292E-07    0.202905    0.275079  0.3182 -0.1443  0.4323  0.2604  0.4408  0.3642  0.3478  0.2684 -0.0945  0.2420  0.1084  0.2087  0.0361  0.0743  0.0857  0.0739  0.1601  0.0109
  51  3.3805E-06    0.201101    0.272345  0.3189 -0.1431  0.4328  0.2596  0.4408  0.3645  0.3481  0.2688 -0.1004  0.2420  0.1084  0.2095  0.0355  0.0740  0.0853  0.0736  0.1613  0.0105
  52  1.3110E-06    0.199923    0.270313  0.3184 -0.1438  0.4324  0.2583  0.4400  0.3639  0.3473  0.2680 -0.0967  0.2420  0.1084  0.2100  0.0352  0.0737  0.0850  0.0733  0.1621  0.0103
  53  7.5612E-07    0.198583    0.268393  0.3187 -0.1433  0.4326  0.2577  0.4398  0.3639  0.3473  0.2681 -0.1007  0.2421  0.1084  0.2105  0.0350  0.0734  0.0846  0.0730  0.1630  0.0100
  54  6.6496E-07    0.197640    0.266872  0.3187 -0.1432  0.4326  0.2570  0.4394  0.3637  0.3470  0.2679 -0.1018  0.2421  0.1085  0.2109  0.0348  0.0731  0.0843  0.0728  0.1637  0.0098
  55  7.4726E-07    0.196572    0.265117  0.3189 -0.1429  0.4327  0.2565  0.4392  0.3636  0.3469  0.2679 -0.1044  0.2421  0.1085  0.2113  0.0345  0.0729  0.0841  0.0725  0.1645  0.0095
  56  4.2117E-07    0.195645    0.263494  0.3188 -0.1429  0.4326  0.2558  0.4388  0.3634  0.3466  0.2677 -0.1050  0.2421  0.1085  0.2117  0.0343  0.0726  0.0838  0.0723  0.1653  0.0094
  57  3.8296E-07    0.194723    0.262096  0.3187 -0.1431  0.4325  0.2551  0.4384  0.3632  0.3463  0.2674 -0.1051  0.2422  0.1086  0.2119  0.0341  0.0724  0.0836  0.0721  0.1659  0.0093
  58  2.1466E-07    0.193919    0.260807  0.3185 -0.1434  0.4323  0.2545  0.4380  0.3628  0.3459  0.2670 -0.1045  0.2421  0.1086  0.2122  0.0340  0.0722  0.0834  0.0719  0.1664  0.0092
  59  4.0238E-07    0.193072    0.259367  0.3184 -0.1436  0.4322  0.2539  0.4376  0.3625  0.3456  0.2666 -0.1046  0.2422  0.1087  0.2125  0.0338  0.0719  0.0832  0.0716  0.1670  0.0090
  60  1.4904E-06    0.192513    0.258410  0.3179 -0.1444  0.4318  0.2529  0.4369  0.3620  0.3450  0.2659 -0.1003  0.2421  0.1087  0.2127  0.0336  0.0718  0.0830  0.0715  0.1674  0.0092
  61  4.3291E-07    0.191717    0.257134  0.3178 -0.1445  0.4317  0.2525  0.4366  0.3618  0.3448  0.2656 -0.1008  0.2421  0.1087  0.2130  0.0335  0.0716  0.0829  0.0713  0.1679  0.0091
