Iter   Tolerance Admix(mean)   Admix(SD)    Fst1    Fst2    Fst3    Fst4    Fst5    Fst6    Fst7    Fst8   QPop1   QPop2   QPop3   QPop4   QPop5   QPop6   QPop7   QPop8
  65  3.3287E-06    0.254521    0.298674  0.3024 -0.1721  0.4127  0.2436  0.4274  0.3467  0.3366  0.2211  0.2538  0.1149  0.2117  0.0374  0.0775  0.0852  0.1865  0.0330
  66  5.6059E-07    0.253316    0.296962  0.3025 -0.1718  0.4128  0.2430  0.4271  0.3466  0.3358  0.2195  0.2539  0.1149  0.2121  0.0370  0.0771  0.0848  0.1874  0.0327
  67  1.5833E-06    0.252135    0.295504  0.3025 -0.1716  0.4128  0.2424  0.4268  0.3464  0.3350  0.2182  0.2539  0.1148  0.2125  0.0367  0.0768  0.0844  0.1882  0.0326
  68  1.9614E-06    0.251226    0.294340  0.3026 -0.1714  0.4129  0.2418  0.4266  0.3463  0.3343  0.2169  0.2540  0.1148  0.2130  0.0364  0.0765  0.0841  0.1888  0.0324
  69  1.6562E-06    0.250273    0.293147  0.3027 -0.1713  0.4129  0.2413  0.4263  0.3462  0.3336  0.2158  0.2539  0.1148  0.2134  0.0361  0.0762  0.0837  0.1895  0.0323
  70  2.7792E-06    0.249404    0.291958  0.3027 -0.1712  0.4130  0.2407  0.4260  0.3460  0.3329  0.2151  0.2542  0.1148  0.2135  0.0359  0.0759  0.0834  0.1901  0.0323
  71  1.1310E-05    0.249034    0.291579  0.3028 -0.1711  0.4131  0.2401  0.4258  0.3460  0.3325  0.2145  0.2538  0.1147  0.2143  0.0356  0.0757  0.0832  0.1903  0.0323
  72  3.6209E-07    0.248076    0.290254  0.3029 -0.1709  0.4131  0.2397  0.4255  0.3458  0.3319  0.2136  0.2538  0.1147  0.2146  0.0354  0.0754  0.0829  0.1910  0.0322
  73  1.2105E-06    0.247137    0.288970  0.3029 -0.1708  0.4132  0.2392  0.4253  0.3457  0.3312  0.2127  0.2538  0.1147  0.2149  0.0352  0.0751  0.0826  0.1916  0.0321
  74  2.1224E-06    0.246344    0.288030  0.3030 -0.1707  0.4132  0.2387  0.4250  0.3456  0.3306  0.2118  0.2538  0.1147  0.2153  0.0349  0.0748  0.0823  0.1921  0.0320
  75  8.7779E-07    0.245276    0.286752  0.3030 -0.1706  0.4133  0.2383  0.4247  0.3455  0.3300  0.2108  0.2539  0.1147  0.2156  0.0347  0.0745  0.0820  0.1927  0.0319
  76  1.3076E-06    0.244436    0.285551  0.3030 -0.1705  0.4133  0.2379  0.4246  0.3454  0.3294  0.2099  0.2538  0.1146  0.2160  0.0345  0.0742  0.0817  0.1933  0.0318
  77  4.6558E-07    0.243388    0.284281  0.3030 -0.1705  0.4134  0.2375  0.4243  0.3452  0.3287  0.2090  0.2539  0.1146  0.2163  0.0343  0.0739  0.0814  0.1939  0.0316
  78  7.9631E-07    0.242469    0.283159  0.3029 -0.1704  0.4134  0.2371  0.4241  0.3451  0.3280  0.2081  0.2541  0.1146  0.2164  0.0342  0.0736  0.0812  0.1945  0.0315
  79  2.0235E-06    0.241830    0.282355  0.3029 -0.1704  0.4134  0.2368  0.4239  0.3450  0.3274  0.2073  0.2540  0.1146  0.2168  0.0340  0.0734  0.0810  0.1948  0.0314
  80  2.9457E-07    0.240894    0.281164  0.3029 -0.1704  0.4134  0.2365  0.4237  0.3449  0.3268  0.2064  0.2540  0.1146  0.2170  0.0338  0.0731  0.0807  0.1954  0.0313
  81  6.5648E-06    0.240899    0.281262  0.3028 -0.1705  0.4135  0.2360  0.4236  0.3447  0.3263  0.2067  0.2544  0.1146  0.2167  0.0337  0.0731  0.0806  0.1953  0.0317
  82  2.1012E-07    0.240134    0.280256  0.3027 -0.1705  0.4136  0.2358  0.4234  0.3446  0.3259  0.2060  0.2545  0.1146  0.2167  0.0336  0.0728  0.0804  0.1958  0.0316
  83  7.5257E-06    0.239887    0.279929  0.3028 -0.1706  0.4136  0.2354  0.4232  0.3446  0.3256  0.2061  0.2541  0.1145  0.2172  0.0334  0.0727  0.0803  0.1960  0.0318
  84  1.0602E-05    0.240028    0.280115  0.3029 -0.1706  0.4135  0.2352  0.4232  0.3445  0.3254  0.2058  0.2535  0.1145  0.2178  0.0333  0.0728  0.0803  0.1959  0.0319
  85  5.0514E-07    0.239316    0.279065  0.3029 -0.1706  0.4135  0.2350  0.4230  0.3444  0.3250  0.2052  0.2535  0.1145  0.2180  0.0332  0.0725  0.0800  0.1963  0.0319
  86  5.4580E-07    0.238451    0.277906  0.3028 -0.1706  0.4135  0.2348  0.4228  0.3443  0.3246  0.2044  0.2537  0.1145  0.2180  0.0330  0.0722  0.0798  0.1969  0.0318
  87  2.7649E-07    0.237415    0.276644  0.3027 -0.1706  0.4135  0.2346  0.4226  0.3441  0.3242  0.2036  0.2539  0.1145  0.2181  0.0329  0.0719  0.0796  0.1974  0.0316
  88  2.0920E-06    0.236901    0.276124  0.3026 -0.1708  0.4135  0.2343  0.4225  0.3440  0.3237  0.2037  0.2537  0.1145  0.2185  0.0328  0.0718  0.0794  0.1976  0.0317
  89  2.2093E-06    0.236493    0.275610  0.3025 -0.1709  0.4135  0.2341  0.4223  0.3439  0.3233  0.2033  0.2539  0.1145  0.2184  0.0327  0.0716  0.0793  0.1978  0.0318
  90  7.4044E-07    0.235791    0.274706  0.3024 -0.1710  0.4135  0.2339  0.4222  0.3438  0.3229  0.2026  0.2541  0.1145  0.2184  0.0326  0.0714  0.0791  0.1982  0.0317
  91  1.0180E-06    0.235142    0.273986  0.3023 -0.1710  0.4135  0.2337  0.4221  0.3437  0.3225  0.2018  0.2541  0.1145  0.2185  0.0326  0.0712  0.0790  0.1985  0.0316
  92  2.4235E-07    0.234453    0.273040  0.3022 -0.1711  0.4135  0.2335  0.4219  0.3436  0.3221  0.2012  0.2541  0.1145  0.2186  0.0325  0.0710  0.0788  0.1989  0.0316
  93  6.0725E-06    0.234313    0.273016  0.3023 -0.1712  0.4135  0.2333  0.4218  0.3435  0.3218  0.2015  0.2538  0.1145  0.2189  0.0324  0.0710  0.0788  0.1989  0.0318
  94  7.1615E-07    0.233878    0.272455  0.3022 -0.1714  0.4134  0.2331  0.4216  0.3434  0.3215  0.2014  0.2538  0.1145  0.2189  0.0323  0.0708  0.0787  0.1991  0.0318
  95  3.8475E-07    0.233127    0.271467  0.3021 -0.1714  0.4134  0.2331  0.4215  0.3433  0.3212  0.2006  0.2540  0.1145  0.2189  0.0323  0.0706  0.0785  0.1995  0.0317
  96  1.1813E-06    0.232631    0.270831  0.3020 -0.1715  0.4134  0.2329  0.4214  0.3433  0.3209  0.2000  0.2539  0.1145  0.2190  0.0322  0.0704  0.0784  0.1998  0.0317
  97  5.5298E-07    0.232036    0.270090  0.3019 -0.1715  0.4133  0.2328  0.4212  0.3432  0.3205  0.1994  0.2539  0.1144  0.2191  0.0321  0.0702  0.0783  0.2001  0.0317
  98  2.8727E-06    0.231902    0.269960  0.3018 -0.1717  0.4134  0.2327  0.4212  0.3431  0.3203  0.1992  0.2542  0.1144  0.2190  0.0321  0.0702  0.0782  0.2000  0.0318
  99  1.8281E-07    0.231341    0.269250  0.3017 -0.1717  0.4134  0.2326  0.4210  0.3430  0.3200  0.1987  0.2543  0.1144  0.2189  0.0320  0.0700  0.0781  0.2003  0.0318
 100  3.8338E-06    0.231130    0.269006  0.3016 -0.1719  0.4133  0.2324  0.4209  0.3429  0.3197  0.1993  0.2542  0.1144  0.2191  0.0320  0.0699  0.0781  0.2003  0.0320
