Iter   Tolerance Admix(mean)   Admix(SD)    Fst1    Fst2    Fst3    Fst4    Fst5    Fst6    Fst7   QPop1   QPop2   QPop3   QPop4   QPop5   QPop6   QPop7
  11  7.4378E-06    0.278785    0.338958  0.2762 -0.2140  0.3966  0.3023  0.4392  0.3285  0.3336  0.2712  0.1188  0.2022  0.0648  0.0995  0.1429  0.1005
  12  6.5981E-06    0.275999    0.338548  0.2765 -0.2134  0.3964  0.2982  0.4392  0.3306  0.3336  0.2718  0.1184  0.2034  0.0643  0.0991  0.1429  0.1001
  13  4.0292E-06    0.273948    0.338030  0.2766 -0.2133  0.3961  0.2963  0.4389  0.3319  0.3334  0.2724  0.1181  0.2042  0.0639  0.0987  0.1431  0.0997
  14  2.0367E-06    0.272439    0.337536  0.2766 -0.2132  0.3958  0.2947  0.4385  0.3327  0.3332  0.2729  0.1179  0.2048  0.0635  0.0983  0.1433  0.0993
  15  1.1648E-06    0.271308    0.337013  0.2767 -0.2131  0.3956  0.2930  0.4382  0.3333  0.3329  0.2734  0.1177  0.2053  0.0632  0.0980  0.1436  0.0989
  16  7.3504E-07    0.270409    0.336454  0.2767 -0.2130  0.3954  0.2912  0.4378  0.3337  0.3327  0.2738  0.1176  0.2055  0.0629  0.0977  0.1440  0.0985
  17  5.0105E-07    0.269595    0.335899  0.2767 -0.2128  0.3953  0.2895  0.4375  0.3339  0.3324  0.2742  0.1175  0.2057  0.0627  0.0974  0.1444  0.0982
  18  3.5049E-07    0.268809    0.335395  0.2768 -0.2127  0.3953  0.2878  0.4371  0.3340  0.3322  0.2747  0.1175  0.2058  0.0624  0.0971  0.1448  0.0978
  19  2.5282E-07    0.268114    0.334842  0.2768 -0.2125  0.3953  0.2862  0.4368  0.3340  0.3320  0.2751  0.1174  0.2058  0.0621  0.0968  0.1453  0.0975
  20  1.9296E-07    0.267417    0.334296  0.2768 -0.2123  0.3953  0.2846  0.4365  0.3339  0.3318  0.2756  0.1173  0.2058  0.0619  0.0965  0.1458  0.0972
  21  1.4642E-07    0.266751    0.333747  0.2768 -0.2121  0.3953  0.2831  0.4361  0.3337  0.3316  0.2760  0.1172  0.2057  0.0616  0.0962  0.1463  0.0969
  22  1.0947E-07    0.266108    0.333182  0.2768 -0.2119  0.3953  0.2817  0.4358  0.3335  0.3314  0.2765  0.1171  0.2056  0.0614  0.0960  0.1468  0.0966
  23  9.7737E-08    0.265462    0.332609  0.2768 -0.2116  0.3953  0.2804  0.4355  0.3332  0.3312  0.2770  0.1170  0.2056  0.0611  0.0957  0.1473  0.0964
  24  9.3896E-08    0.264806    0.332033  0.2768 -0.2114  0.3954  0.2791  0.4352  0.3330  0.3310  0.2774  0.1170  0.2055  0.0608  0.0954  0.1479  0.0961
  25  9.1874E-08    0.264139    0.331449  0.2767 -0.2112  0.3954  0.2778  0.4348  0.3326  0.3307  0.2779  0.1169  0.2054  0.0605  0.0951  0.1484  0.0958
  26  8.4255E-08    0.263490    0.330836  0.2767 -0.2109  0.3955  0.2766  0.4345  0.3323  0.3305  0.2784  0.1168  0.2054  0.0602  0.0948  0.1490  0.0955
  27  7.9291E-08    0.262830    0.330208  0.2767 -0.2107  0.3956  0.2754  0.4342  0.3319  0.3303  0.2789  0.1167  0.2053  0.0598  0.0945  0.1496  0.0952
  28  8.4587E-08    0.262173    0.329560  0.2768 -0.2104  0.3956  0.2741  0.4338  0.3315  0.3301  0.2793  0.1167  0.2052  0.0595  0.0942  0.1501  0.0949
  29  8.3722E-08    0.261463    0.328935  0.2768 -0.2101  0.3957  0.2729  0.4335  0.3310  0.3299  0.2798  0.1166  0.2051  0.0592  0.0940  0.1507  0.0946
  30  3.7787E-07    0.260837    0.328333  0.2768 -0.2098  0.3958  0.2717  0.4332  0.3306  0.3297  0.2803  0.1165  0.2051  0.0588  0.0937  0.1513  0.0943
  31  1.3074E-07    0.260128    0.327698  0.2769 -0.2095  0.3959  0.2705  0.4329  0.3302  0.3295  0.2808  0.1164  0.2051  0.0585  0.0934  0.1519  0.0940
  32  1.1610E-07    0.259473    0.326987  0.2769 -0.2092  0.3960  0.2694  0.4326  0.3298  0.3292  0.2813  0.1164  0.2050  0.0581  0.0931  0.1525  0.0936
  33  1.3946E-07    0.258806    0.326268  0.2769 -0.2089  0.3961  0.2683  0.4323  0.3293  0.3290  0.2818  0.1163  0.2050  0.0578  0.0928  0.1531  0.0933
  34  1.4810E-07    0.258167    0.325521  0.2770 -0.2086  0.3963  0.2673  0.4319  0.3289  0.3288  0.2823  0.1162  0.2049  0.0574  0.0925  0.1537  0.0930
  35  1.6297E-07    0.257423    0.324812  0.2770 -0.2083  0.3964  0.2663  0.4316  0.3284  0.3286  0.2828  0.1162  0.2049  0.0570  0.0921  0.1544  0.0927
  36  1.3838E-07    0.256723    0.324086  0.2771 -0.2080  0.3965  0.2653  0.4313  0.3279  0.3283  0.2833  0.1161  0.2048  0.0566  0.0918  0.1550  0.0923
  37  1.5651E-07    0.255997    0.323338  0.2771 -0.2077  0.3966  0.2643  0.4310  0.3274  0.3281  0.2838  0.1161  0.2048  0.0562  0.0915  0.1556  0.0920
  38  1.6862E-07    0.255254    0.322568  0.2772 -0.2073  0.3968  0.2634  0.4306  0.3270  0.3279  0.2843  0.1160  0.2047  0.0558  0.0912  0.1563  0.0917
  39  1.5862E-07    0.254556    0.321750  0.2773 -0.2070  0.3969  0.2624  0.4303  0.3265  0.3276  0.2848  0.1159  0.2047  0.0555  0.0908  0.1570  0.0913
  40  1.5932E-07    0.253834    0.320948  0.2774 -0.2066  0.3970  0.2615  0.4300  0.3260  0.3274  0.2853  0.1159  0.2047  0.0551  0.0905  0.1576  0.0910
  41  1.8227E-07    0.253036    0.320156  0.2774 -0.2063  0.3972  0.2606  0.4297  0.3255  0.3272  0.2858  0.1158  0.2046  0.0547  0.0902  0.1583  0.0907
  42  2.1973E-07    0.252299    0.319275  0.2775 -0.2059  0.3973  0.2597  0.4293  0.3250  0.3269  0.2863  0.1158  0.2046  0.0543  0.0898  0.1590  0.0903
  43  1.6603E-07    0.251581    0.318400  0.2776 -0.2056  0.3975  0.2588  0.4290  0.3245  0.3267  0.2868  0.1157  0.2045  0.0539  0.0895  0.1596  0.0900
  44  9.8602E-07    0.250869    0.317768  0.2778 -0.2052  0.3977  0.2580  0.4287  0.3240  0.3265  0.2872  0.1157  0.2046  0.0534  0.0892  0.1602  0.0896
  45  9.3949E-07    0.250253    0.317034  0.2779 -0.2048  0.3979  0.2570  0.4285  0.3236  0.3263  0.2876  0.1156  0.2048  0.0530  0.0889  0.1608  0.0893
  46  2.0427E-06    0.249936    0.316526  0.2782 -0.2044  0.3981  0.2562  0.4282  0.3232  0.3261  0.2878  0.1155  0.2051  0.0526  0.0887  0.1612  0.0890
  47  5.7393E-07    0.249281    0.315757  0.2783 -0.2040  0.3983  0.2554  0.4279  0.3228  0.3259  0.2882  0.1155  0.2052  0.0522  0.0884  0.1619  0.0887
  48  2.8849E-07    0.248443    0.314792  0.2785 -0.2036  0.3985  0.2546  0.4276  0.3224  0.3257  0.2887  0.1155  0.2052  0.0517  0.0881  0.1626  0.0883
  49  5.8000E-07    0.247802    0.313962  0.2787 -0.2032  0.3986  0.2539  0.4273  0.3220  0.3254  0.2891  0.1154  0.2053  0.0513  0.0878  0.1632  0.0880
  50  1.0353E-06    0.247240    0.313296  0.2789 -0.2028  0.3988  0.2532  0.4271  0.3216  0.3252  0.2894  0.1154  0.2055  0.0508  0.0875  0.1637  0.0876
  51  5.7066E-07    0.246526    0.312486  0.2790 -0.2024  0.3990  0.2526  0.4268  0.3211  0.3250  0.2898  0.1154  0.2056  0.0504  0.0872  0.1643  0.0873
  52  1.0128E-06    0.245964    0.311711  0.2793 -0.2019  0.3993  0.2518  0.4266  0.3208  0.3248  0.2901  0.1153  0.2058  0.0499  0.0870  0.1649  0.0870
  53  1.1040E-06    0.245387    0.310865  0.2795 -0.2015  0.3995  0.2512  0.4263  0.3204  0.3246  0.2904  0.1153  0.2060  0.0495  0.0867  0.1655  0.0866
  54  8.8329E-07    0.244658    0.310159  0.2797 -0.2010  0.3997  0.2507  0.4261  0.3200  0.3244  0.2908  0.1153  0.2062  0.0491  0.0864  0.1661  0.0863
  55  7.4383E-07    0.244136    0.309383  0.2799 -0.2006  0.3999  0.2502  0.4258  0.3197  0.3242  0.2910  0.1152  0.2063  0.0487  0.0862  0.1666  0.0859
  56  6.5174E-07    0.243499    0.308497  0.2801 -0.2002  0.4001  0.2497  0.4256  0.3193  0.3240  0.2914  0.1152  0.2065  0.0483  0.0859  0.1672  0.0856
  57  1.3381E-06    0.242994    0.307860  0.2804 -0.1997  0.4004  0.2492  0.4254  0.3190  0.3238  0.2916  0.1151  0.2068  0.0478  0.0856  0.1677  0.0853
  58  2.4079E-07    0.242181    0.306876  0.2806 -0.1993  0.4005  0.2487  0.4251  0.3186  0.3236  0.2920  0.1151  0.2069  0.0474  0.0853  0.1684  0.0849
